PS,TS,QV2M,WS2M,T2M_MAX,T2M_MIN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,YEAR,DISTRICT
99.83,27.51,14.2,2.56,42.68,13.04,0.55,47.21,8.09,1.08,0.03,18.54,8.52,2016.0,Mumbai Suburban
99.79,27.68,14.41,2.44,44.11,12.13,0.56,47.12,8.02,1.11,0.03,19.19,8.78,2017.0,Mumbai Suburban
99.79,27.79,13.96,2.45,42.99,12.27,0.55,47.29,5.64,1.06,0.03,18.59,8.49,2018.0,Mumbai Suburban
97.53,27.19,11.74,2.03,47.85,7.79,0.54,56.2,3.23,1.08,0.03,18.22,8.32,2001.0,Nagpur
97.56,28.0,11.12,2.24,47.13,7.82,0.55,51.79,2.84,1.09,0.03,18.63,8.5,2002.0,Nagpur
97.58,27.54,12.03,2.18,47.94,7.61,0.54,55.47,3.67,1.08,0.03,18.25,8.35,2003.0,Nagpur
97.59,27.75,11.62,2.08,46.9,7.45,0.57,49.53,2.36,1.12,0.03,19.02,8.67,2004.0,Nagpur
97.57,27.13,11.68,2.07,46.96,7.84,0.55,53.26,3.71,1.08,0.03,18.36,8.35,2005.0,Nagpur
97.58,27.36,12.37,2.01,46.42,7.86,0.54,52.41,3.65,1.08,0.03,18.26,8.34,2006.0,Nagpur
97.55,27.69,11.54,2.04,46.37,9.84,0.56,51.46,3.06,1.09,0.03,18.72,8.51,2007.0,Nagpur
97.54,27.2,11.59,2.0,46.05,7.76,0.55,51.79,2.84,1.07,0.03,18.32,8.33,2008.0,Nagpur
97.54,28.32,11.5,2.0,47.21,9.77,0.56,50.17,2.94,1.1,0.03,18.86,8.54,2009.0,Nagpur
97.53,28.16,12.26,2.0,47.67,6.79,0.55,54.17,4.15,1.09,0.03,18.43,8.41,2010.0,Nagpur
97.53,27.09,12.08,1.93,46.21,5.42,0.55,49.26,2.99,1.07,0.03,18.39,8.36,2011.0,Nagpur
97.52,27.45,11.38,2.14,47.15,5.39,0.54,52.71,3.61,1.05,0.03,17.99,8.15,2012.0,Nagpur
97.52,27.21,12.48,2.17,48.42,7.96,0.51,54.68,4.71,1.01,0.03,17.3,7.88,2013.0,Nagpur
97.64,27.8,12.01,2.17,47.96,7.6,0.54,54.51,2.78,1.07,0.03,18.26,8.31,2014.0,Nagpur
97.7,27.44,12.48,2.04,47.49,7.18,0.54,52.46,3.77,1.05,0.03,18.27,8.28,2015.0,Nagpur
97.59,27.69,11.92,2.05,46.92,7.13,0.54,53.99,3.45,1.06,0.03,18.26,8.28,2016.0,Nagpur
97.59,27.9,11.63,1.98,46.99,6.69,0.56,47.77,3.05,1.09,0.03,18.87,8.52,2017.0,Nagpur
97.6,27.7,11.35,2.05,46.18,5.86,0.54,47.46,2.91,1.03,0.03,18.13,8.18,2018.0,Nagpur
96.23,27.66,11.36,2.41,45.86,10.37,0.55,52.77,2.24,1.09,0.03,18.58,8.47,2001.0,Nanded
96.27,28.42,11.02,2.48,45.29,8.9,0.56,47.29,2.19,1.11,0.03,19.14,8.72,2002.0,Nanded
96.27,28.37,11.54,2.5,45.47,9.53,0.56,52.22,2.27,1.12,0.03,19.15,8.71,2003.0,Nanded
96.29,27.89,11.53,2.46,44.47,8.68,0.58,46.54,2.01,1.15,0.03,19.57,8.91,2004.0,Nanded
96.26,27.12,11.86,2.38,45.22,8.75,0.56,49.71,3.21,1.11,0.03,18.93,8.61,2005.0,Nanded
96.29,26.82,12.52,2.29,44.6,7.85,0.55,51.08,3.37,1.09,0.03,18.71,8.51,2006.0,Nanded
96.23,27.64,11.58,2.28,44.57,10.43,0.57,50.96,2.37,1.12,0.03,19.33,8.77,2007.0,Nanded
96.23,27.23,11.64,2.3,44.68,9.65,0.55,50.85,2.68,1.08,0.03,18.77,8.5,2008.0,Nanded
96.24,28.4,11.41,2.36,44.85,10.92,0.57,49.44,2.26,1.11,0.03,19.23,8.68,2009.0,Nanded
96.22,28.12,12.5,2.32,46.13,8.46,0.54,55.39,3.01,1.08,0.03,18.43,8.4,2010.0,Nanded
96.22,27.71,11.63,2.42,44.39,7.81,0.55,49.62,2.15,1.09,0.03,18.88,8.54,2011.0,Nanded
96.22,28.2,11.05,2.47,44.43,9.16,0.55,52.92,2.02,1.08,0.03,18.74,8.46,2012.0,Nanded
96.22,27.49,12.45,2.5,45.57,10.35,0.52,53.66,3.15,1.03,0.03,17.74,8.04,2013.0,Nanded
96.33,28.37,11.77,2.38,44.2,8.6,0.55,52.74,1.98,1.07,0.03,18.66,8.45,2014.0,Nanded
96.37,28.99,11.5,2.43,46.18,8.7,0.55,50.41,1.78,1.08,0.03,18.82,8.51,2015.0,Nanded
96.29,28.26,11.36,2.37,45.26,9.75,0.55,52.33,2.23,1.07,0.03,18.68,8.43,2016.0,Nanded
96.28,28.77,10.78,2.31,45.2,9.65,0.57,49.62,1.69,1.1,0.03,19.25,8.65,2017.0,Nanded
96.29,28.73,10.59,2.35,44.82,7.4,0.54,49.36,1.79,1.04,0.03,18.38,8.25,2018.0,Nanded
97.22,27.56,10.82,2.71,45.11,7.91,0.57,38.83,1.67,1.11,0.03,19.16,8.68,2001.0,Nandurbar
97.28,27.9,10.71,2.86,47.02,7.37,0.57,35.56,1.84,1.11,0.03,19.21,8.71,2002.0,Nandurbar
97.28,27.11,11.88,2.71,45.18,7.55,0.57,38.52,2.91,1.11,0.03,19.11,8.67,2003.0,Nandurbar
97.28,27.36,11.46,2.71,44.58,8.85,0.57,40.31,2.58,1.12,0.03,19.21,8.72,2004.0,Nandurbar
97.26,26.75,11.23,2.61,44.56,8.27,0.58,38.36,3.26,1.12,0.03,19.38,8.75,2005.0,Nandurbar
97.26,27.13,12.01,2.61,44.87,8.42,0.56,39.62,3.33,1.09,0.03,18.74,8.51,2006.0,Nandurbar
97.22,27.28,11.74,2.5,45.29,10.38,0.57,38.64,2.82,1.11,0.03,19.25,8.73,2007.0,Nandurbar
97.22,27.04,11.16,2.64,44.32,7.09,0.56,39.67,2.2,1.08,0.03,18.89,8.52,2008.0,Nandurbar
97.24,27.91,11.58,2.65,45.63,10.26,0.58,36.29,2.37,1.11,0.03,19.4,8.74,2009.0,Nandurbar
97.21,27.45,12.73,2.53,45.85,7.93,0.56,43.83,2.85,1.1,0.03,18.89,8.59,2010.0,Nandurbar
97.2,27.28,11.36,2.63,44.3,6.58,0.56,37.19,2.25,1.08,0.03,18.82,8.5,2011.0,Nandurbar
97.22,27.16,11.13,2.83,43.13,6.0,0.56,40.62,1.91,1.07,0.03,18.79,8.46,2012.0,Nandurbar
97.23,26.45,12.17,2.77,44.48,6.68,0.53,44.57,3.29,1.03,0.03,17.82,8.06,2013.0,Nandurbar
97.33,27.56,11.63,2.66,44.81,7.06,0.56,39.26,2.18,1.08,0.03,18.87,8.53,2014.0,Nandurbar
97.37,27.45,11.78,2.61,44.62,7.84,0.56,40.17,2.6,1.06,0.03,18.69,8.43,2015.0,Nandurbar
97.31,27.47,11.13,2.64,46.2,7.28,0.55,43.55,2.05,1.07,0.03,18.64,8.42,2016.0,Nandurbar
97.28,27.7,11.11,2.59,44.28,7.7,0.56,40.81,1.93,1.07,0.03,18.8,8.46,2017.0,Nandurbar
97.28,28.33,10.27,2.7,44.89,6.06,0.55,38.17,1.31,1.04,0.03,18.51,8.31,2018.0,Nandurbar
94.28,25.24,11.47,2.8,42.3,8.83,0.55,49.39,3.18,1.07,0.03,18.46,8.34,2001.0,Nashik
94.34,25.99,11.07,2.89,43.99,7.43,0.55,47.22,2.69,1.07,0.03,18.6,8.4,2002.0,Nashik
94.33,25.67,11.82,2.84,42.61,8.25,0.55,46.8,3.98,1.08,0.03,18.67,8.44,2003.0,Nashik
94.33,25.28,11.71,2.83,42.45,10.21,0.55,49.06,4.39,1.07,0.03,18.49,8.36,2004.0,Nashik
94.31,24.74,11.57,2.77,41.85,9.19,0.55,46.49,6.16,1.07,0.03,18.74,8.43,2005.0,Nashik
94.32,25.11,12.21,2.78,41.67,8.96,0.54,46.93,5.96,1.05,0.03,18.25,8.25,2006.0,Nashik
94.27,25.28,12.01,2.68,41.89,11.07,0.55,48.23,4.88,1.07,0.03,18.66,8.42,2007.0,Nashik
94.28,25.1,11.55,2.77,42.05,7.01,0.54,49.1,4.84,1.04,0.03,18.31,8.23,2008.0,Nashik
94.3,25.89,11.8,2.71,42.76,9.49,0.55,47.85,3.32,1.07,0.03,18.74,8.42,2009.0,Nashik
94.27,25.39,12.95,2.58,43.23,8.96,0.53,53.6,4.67,1.05,0.03,18.07,8.19,2010.0,Nashik
94.25,25.1,11.75,2.78,41.86,8.51,0.54,48.07,3.55,1.04,0.03,18.2,8.17,2011.0,Nashik
94.28,25.18,11.38,2.86,40.56,8.04,0.55,50.06,2.78,1.05,0.03,18.52,8.31,2012.0,Nashik
94.28,24.88,12.24,2.87,42.54,8.66,0.52,52.42,4.3,1.01,0.03,17.55,7.9,2013.0,Nashik
94.37,25.45,11.94,2.74,40.91,7.56,0.55,46.95,4.2,1.06,0.03,18.5,8.33,2014.0,Nashik
94.42,25.52,12.09,2.69,41.0,10.06,0.54,50.18,3.65,1.04,0.03,18.37,8.26,2015.0,Nashik
94.36,25.34,11.57,2.72,41.6,9.28,0.53,51.81,5.51,1.03,0.03,18.01,8.09,2016.0,Nashik
94.33,25.15,11.75,2.61,41.93,9.05,0.55,44.02,5.16,1.06,0.03,18.66,8.36,2017.0,Nashik
94.34,25.84,10.98,2.72,41.36,8.8,0.55,41.03,3.75,1.03,0.03,18.45,8.25,2018.0,Nashik
94.38,27.36,11.11,2.9,43.79,10.98,0.55,51.92,1.92,1.11,0.03,18.86,8.57,2001.0,Osmanabad
94.43,28.0,10.92,2.82,43.02,9.48,0.57,47.19,1.8,1.14,0.03,19.39,8.81,2002.0,Osmanabad
94.42,28.73,10.93,2.98,43.64,11.13,0.57,51.74,1.23,1.15,0.03,19.48,8.85,2003.0,Osmanabad
94.44,27.05,11.46,2.78,42.78,11.51,0.58,46.33,2.12,1.16,0.03,19.75,8.97,2004.0,Osmanabad
94.41,26.81,11.61,2.81,43.41,9.44,0.56,49.54,2.47,1.12,0.03,19.1,8.67,2005.0,Osmanabad
94.43,27.01,11.78,2.78,42.81,9.92,0.56,49.71,2.21,1.12,0.03,19.01,8.62,2006.0,Osmanabad
94.37,27.6,11.29,2.75,43.18,10.2,0.57,49.03,1.85,1.14,0.03,19.49,8.83,2007.0,Osmanabad
94.38,27.13,11.42,2.82,42.9,10.47,0.56,48.99,2.17,1.11,0.03,19.23,8.69,2008.0,Osmanabad
94.39,27.7,11.41,2.82,43.41,10.94,0.57,48.02,2.08,1.13,0.03,19.51,8.8,2009.0,Osmanabad
94.36,27.64,12.4,2.66,44.22,8.54,0.55,55.85,2.55,1.1,0.03,18.65,8.49,2010.0,Osmanabad
94.36,27.57,11.24,2.95,42.27,8.98,0.56,47.26,1.56,1.11,0.03,19.13,8.62,2011.0,Osmanabad
94.36,28.01,10.77,2.94,43.02,10.67,0.56,51.23,1.54,1.11,0.03,19.06,8.58,2012.0,Osmanabad
94.37,27.32,11.9,2.94,43.06,9.49,0.53,52.96,2.17,1.06,0.03,18.29,8.27,2013.0,Osmanabad
94.47,27.67,11.72,2.78,42.92,10.02,0.55,51.85,1.98,1.09,0.03,18.82,8.49,2014.0,Osmanabad
94.51,28.41,11.34,2.78,43.68,9.71,0.56,49.74,1.44,1.1,0.03,19.09,8.6,2015.0,Osmanabad
94.44,27.62,11.17,2.69,43.4,9.85,0.54,51.3,2.2,1.07,0.03,18.62,8.37,2016.0,Osmanabad
94.43,27.71,10.94,2.6,43.51,10.61,0.57,50.54,2.01,1.12,0.03,19.41,8.7,2017.0,Osmanabad
94.43,28.31,10.42,2.73,43.48,8.98,0.54,49.39,1.33,1.05,0.03,18.55,8.31,2018.0,Osmanabad
100.84,27.76,16.66,4.4,32.4,20.82,0.56,47.55,3.74,1.13,0.03,19.2,8.86,2001.0,Palghar
100.91,28.1,16.56,4.41,34.68,19.93,0.57,46.34,2.8,1.14,0.03,19.36,8.93,2002.0,Palghar
100.88,28.3,16.93,4.49,31.76,20.91,0.57,46.25,4.45,1.14,0.03,19.39,8.94,2003.0,Palghar
100.89,28.16,16.81,4.5,32.97,19.45,0.56,49.54,4.8,1.13,0.03,19.1,8.82,2004.0,Palghar
100.88,27.68,16.52,4.45,32.72,18.6,0.56,46.54,5.9,1.13,0.03,19.15,8.81,2005.0,Palghar
100.88,27.75,16.93,4.48,32.06,18.54,0.56,46.7,6.11,1.11,0.03,18.9,8.72,2006.0,Palghar
100.81,28.04,17.06,4.43,33.27,19.79,0.56,46.81,5.52,1.12,0.03,19.1,8.81,2007.0,Palghar
100.84,27.56,16.61,4.3,31.64,18.79,0.55,46.8,5.28,1.09,0.03,18.85,8.65,2008.0,Palghar
100.85,28.03,17.1,4.26,33.8,21.68,0.56,47.29,4.4,1.11,0.03,19.07,8.76,2009.0,Palghar
100.81,28.21,17.65,4.19,33.24,18.93,0.54,52.39,6.42,1.09,0.03,18.47,8.55,2010.0,Palghar
100.8,27.72,16.86,4.36,34.4,18.42,0.55,45.62,5.02,1.08,0.03,18.66,8.56,2011.0,Palghar
100.84,27.31,16.59,4.4,31.03,17.88,0.57,47.03,3.62,1.12,0.03,19.24,8.81,2012.0,Palghar
100.84,27.62,16.81,4.53,34.29,20.4,0.54,48.0,5.24,1.08,0.03,18.53,8.51,2013.0,Palghar
100.93,28.15,16.61,4.28,33.01,18.74,0.56,45.78,4.43,1.11,0.03,19.05,8.75,2014.0,Palghar
100.96,28.26,16.88,4.23,33.37,18.35,0.56,48.95,3.58,1.1,0.03,18.96,8.7,2015.0,Palghar
100.93,27.69,16.71,4.26,32.27,19.04,0.55,47.21,6.18,1.08,0.03,18.54,8.52,2016.0,Palghar
100.89,27.89,16.86,4.16,32.9,18.95,0.56,47.12,6.01,1.11,0.03,19.19,8.78,2017.0,Palghar
100.89,28.01,16.62,4.18,34.52,18.53,0.55,47.29,4.12,1.06,0.03,18.59,8.49,2018.0,Palghar
95.85,27.48,11.02,2.43,45.68,10.34,0.56,49.76,2.19,1.1,0.03,18.91,8.59,2001.0,Parbhani
95.89,28.25,10.62,2.57,45.32,8.78,0.57,45.01,2.07,1.12,0.03,19.26,8.75,2002.0,Parbhani
95.89,28.28,11.11,2.59,45.12,9.47,0.57,49.38,2.0,1.13,0.03,19.42,8.81,2003.0,Parbhani
95.9,27.73,11.13,2.47,44.22,9.2,0.58,44.63,1.99,1.15,0.03,19.71,8.95,2004.0,Parbhani
95.88,27.01,11.39,2.47,45.01,9.24,0.56,46.92,2.92,1.11,0.03,19.08,8.66,2005.0,Parbhani
95.9,26.72,12.14,2.33,44.35,8.39,0.55,49.04,3.64,1.1,0.03,18.86,8.56,2006.0,Parbhani
95.85,27.41,11.3,2.35,44.39,10.44,0.57,47.34,2.36,1.13,0.03,19.45,8.81,2007.0,Parbhani
95.85,27.49,11.08,2.41,44.39,9.45,0.56,47.39,2.08,1.09,0.03,18.93,8.55,2008.0,Parbhani
95.86,28.16,11.18,2.44,44.49,10.55,0.57,45.81,2.3,1.11,0.03,19.34,8.72,2009.0,Parbhani
95.84,27.79,12.34,2.39,45.72,7.86,0.55,53.27,3.0,1.09,0.03,18.7,8.51,2010.0,Parbhani
95.83,27.37,11.47,2.41,43.81,7.2,0.56,47.16,2.18,1.09,0.03,18.99,8.57,2011.0,Parbhani
95.84,27.82,10.89,2.55,43.86,8.97,0.55,50.2,2.11,1.09,0.03,18.86,8.49,2012.0,Parbhani
95.84,27.24,12.09,2.59,44.69,9.87,0.53,51.71,2.94,1.04,0.03,17.98,8.13,2013.0,Parbhani
95.95,28.08,11.53,2.45,44.48,8.38,0.55,49.39,2.04,1.08,0.03,18.79,8.49,2014.0,Parbhani
95.99,28.37,11.42,2.44,45.65,8.41,0.56,47.61,2.15,1.09,0.03,18.96,8.55,2015.0,Parbhani
95.91,28.0,11.05,2.42,45.25,9.01,0.55,50.11,2.23,1.08,0.03,18.77,8.45,2016.0,Parbhani
95.9,28.39,10.64,2.39,44.48,9.37,0.57,49.19,1.82,1.11,0.03,19.36,8.68,2017.0,Parbhani
95.91,28.44,10.27,2.38,44.43,7.02,0.54,48.26,1.87,1.04,0.03,18.48,8.28,2018.0,Parbhani
93.82,24.7,12.21,2.89,42.37,9.4,0.53,50.35,3.05,1.06,0.03,18.24,8.26,2001.0,Pune
93.88,25.29,11.94,2.85,43.07,6.61,0.54,51.11,2.44,1.07,0.03,18.4,8.34,2002.0,Pune
93.87,25.56,12.11,2.82,42.49,8.71,0.55,49.46,2.87,1.08,0.03,18.7,8.46,2003.0,Pune
93.88,24.52,12.3,2.85,41.27,10.15,0.54,51.01,4.33,1.07,0.03,18.4,8.34,2004.0,Pune
93.86,24.01,12.46,2.81,41.72,8.04,0.54,48.79,6.18,1.06,0.03,18.35,8.3,2005.0,Pune
93.87,24.2,12.86,2.86,41.07,7.68,0.53,50.52,6.38,1.05,0.03,18.04,8.17,2006.0,Pune
93.81,24.59,12.75,2.78,41.16,9.87,0.53,52.52,4.86,1.06,0.03,18.23,8.27,2007.0,Pune
93.82,24.31,12.37,2.78,41.98,6.56,0.54,50.99,4.17,1.05,0.03,18.41,8.3,2008.0,Pune
93.84,25.11,12.58,2.73,42.54,9.47,0.54,51.24,4.46,1.06,0.03,18.36,8.28,2009.0,Pune
93.81,24.54,13.67,2.61,41.92,8.79,0.52,57.26,5.46,1.04,0.03,17.75,8.08,2010.0,Pune
93.8,23.95,12.7,2.85,39.9,8.47,0.52,51.26,4.6,1.02,0.03,17.81,8.02,2011.0,Pune
93.82,24.52,12.07,2.85,40.37,7.69,0.54,50.05,3.04,1.06,0.03,18.48,8.31,2012.0,Pune
93.82,24.39,12.81,2.91,41.71,8.85,0.52,53.02,4.29,1.02,0.03,17.72,8.01,2013.0,Pune
93.9,24.88,12.55,2.77,41.02,9.34,0.53,51.96,4.12,1.04,0.03,18.07,8.15,2014.0,Pune
93.95,24.77,12.8,2.64,40.39,9.13,0.53,51.57,3.57,1.04,0.03,18.29,8.25,2015.0,Pune
93.9,24.47,12.32,2.77,41.5,8.91,0.52,53.59,6.13,1.01,0.03,17.63,7.94,2016.0,Pune
93.87,24.5,12.48,2.61,41.55,8.2,0.54,45.82,6.18,1.05,0.03,18.51,8.31,2017.0,Pune
93.88,24.47,12.19,2.67,41.3,8.98,0.53,44.15,4.35,1.01,0.03,18.02,8.07,2018.0,Pune
99.48,27.06,14.61,2.74,41.46,13.5,0.53,50.35,4.78,1.06,0.03,18.24,8.26,2001.0,Raigad
99.54,27.75,14.35,2.68,42.72,11.82,0.54,51.11,3.71,1.07,0.03,18.4,8.34,2002.0,Raigad
99.52,27.79,14.75,2.64,42.24,13.52,0.55,49.46,4.82,1.08,0.03,18.7,8.46,2003.0,Raigad
99.52,27.3,14.58,2.76,44.04,14.56,0.54,51.01,6.29,1.07,0.03,18.4,8.34,2004.0,Raigad
99.51,26.91,14.57,2.66,41.94,12.71,0.54,48.79,8.66,1.06,0.03,18.35,8.3,2005.0,Raigad
99.51,27.18,14.98,2.73,41.67,13.0,0.53,50.52,9.12,1.05,0.03,18.04,8.17,2006.0,Raigad
99.45,27.48,14.95,2.71,44.0,15.09,0.53,52.52,7.32,1.06,0.03,18.23,8.27,2007.0,Raigad
99.47,27.08,14.49,2.65,41.97,10.78,0.54,50.99,6.51,1.05,0.03,18.41,8.3,2008.0,Raigad
99.48,27.73,14.93,2.61,42.62,13.88,0.54,51.24,6.46,1.06,0.03,18.36,8.28,2009.0,Raigad
99.45,27.38,15.88,2.45,41.29,13.21,0.52,57.26,8.37,1.04,0.03,17.75,8.08,2010.0,Raigad
99.43,26.89,14.88,2.7,40.88,12.75,0.52,51.26,7.07,1.02,0.03,17.81,8.02,2011.0,Raigad
99.48,26.97,14.33,2.67,41.93,12.24,0.54,50.05,4.87,1.06,0.03,18.48,8.31,2012.0,Raigad
99.48,27.01,14.97,2.67,40.17,13.16,0.52,53.02,6.56,1.02,0.03,17.72,8.01,2013.0,Raigad
99.55,27.62,14.63,2.63,42.58,12.97,0.53,51.96,6.12,1.04,0.03,18.07,8.15,2014.0,Raigad
99.6,27.59,14.94,2.53,42.37,13.44,0.53,51.57,4.42,1.04,0.03,18.29,8.25,2015.0,Raigad
99.56,27.15,14.53,2.65,41.79,13.55,0.52,53.59,8.56,1.01,0.03,17.63,7.94,2016.0,Raigad
99.52,27.34,14.78,2.51,43.01,12.95,0.54,45.82,8.22,1.05,0.03,18.51,8.31,2017.0,Raigad
99.53,27.36,14.42,2.53,41.97,13.52,0.53,44.15,5.61,1.01,0.03,18.02,8.07,2018.0,Raigad
100.47,27.75,16.82,4.29,34.99,21.34,0.54,54.47,4.41,1.11,0.03,18.65,8.59,2001.0,Ratnagiri
100.53,28.32,16.97,4.1,35.2,20.83,0.55,53.27,5.02,1.12,0.03,18.91,8.7,2002.0,Ratnagiri
100.5,28.44,17.08,4.17,35.3,21.62,0.55,54.08,4.37,1.12,0.03,18.96,8.72,2003.0,Ratnagiri
100.51,28.11,17.0,4.21,37.88,20.65,0.55,53.0,5.68,1.12,0.03,18.84,8.67,2004.0,Ratnagiri
100.5,27.87,16.91,4.31,33.6,19.74,0.54,53.32,6.61,1.11,0.03,18.76,8.62,2005.0,Ratnagiri
100.5,27.86,17.15,4.22,34.03,19.49,0.54,53.96,7.86,1.11,0.03,18.76,8.63,2006.0,Ratnagiri
100.44,28.09,17.28,4.18,34.84,19.69,0.53,55.34,7.81,1.09,0.03,18.36,8.46,2007.0,Ratnagiri
100.45,27.95,16.82,4.14,35.11,19.56,0.55,53.34,5.43,1.11,0.03,19.01,8.72,2008.0,Ratnagiri
100.47,28.08,17.37,4.04,36.97,20.96,0.54,53.18,6.49,1.09,0.03,18.55,8.51,2009.0,Ratnagiri
100.43,28.26,17.86,3.92,35.35,18.86,0.52,58.13,7.93,1.07,0.03,17.97,8.3,2010.0,Ratnagiri
100.43,27.89,17.09,4.15,37.33,19.38,0.53,52.89,7.39,1.07,0.03,18.39,8.4,2011.0,Ratnagiri
100.47,27.68,16.72,4.16,35.67,20.39,0.55,52.29,5.84,1.1,0.03,18.89,8.63,2012.0,Ratnagiri
100.47,27.9,16.99,4.28,36.31,19.86,0.53,53.47,6.28,1.08,0.03,18.44,8.46,2013.0,Ratnagiri
100.54,28.27,16.99,4.04,35.27,21.05,0.54,53.49,5.44,1.09,0.03,18.64,8.54,2014.0,Ratnagiri
100.58,28.55,17.04,3.84,34.23,19.29,0.55,53.37,2.92,1.11,0.03,19.03,8.73,2015.0,Ratnagiri
100.55,27.9,16.89,4.2,34.84,20.17,0.52,54.66,5.73,1.06,0.03,18.12,8.29,2016.0,Ratnagiri
100.51,28.13,17.17,3.98,36.77,20.53,0.55,46.84,4.43,1.11,0.03,19.03,8.69,2017.0,Ratnagiri
100.51,28.12,16.94,3.94,35.5,19.81,0.53,45.23,4.48,1.06,0.03,18.38,8.39,2018.0,Ratnagiri
93.84,25.94,11.96,3.3,42.95,12.47,0.55,51.86,2.03,1.13,0.03,19.05,8.68,2001.0,Sangli
93.89,26.6,11.94,3.14,43.1,10.25,0.56,49.88,1.96,1.14,0.03,19.32,8.81,2002.0,Sangli
93.88,27.09,11.89,3.11,42.02,12.12,0.57,51.01,1.63,1.15,0.03,19.55,8.91,2003.0,Sangli
93.89,25.92,12.01,3.18,42.15,11.21,0.56,47.43,2.38,1.15,0.03,19.41,8.85,2004.0,Sangli
93.86,25.56,12.32,3.13,42.24,10.49,0.55,51.47,3.14,1.12,0.03,18.95,8.63,2005.0,Sangli
93.88,25.47,12.52,3.23,41.75,10.61,0.55,51.53,3.59,1.12,0.03,18.94,8.63,2006.0,Sangli
93.82,25.93,12.53,3.07,42.12,10.21,0.55,51.6,3.09,1.11,0.03,18.88,8.61,2007.0,Sangli
93.83,25.63,12.28,3.13,41.52,10.52,0.56,49.54,2.26,1.12,0.03,19.21,8.73,2008.0,Sangli
93.85,26.37,12.44,3.1,42.51,11.93,0.54,50.42,2.55,1.1,0.03,18.83,8.55,2009.0,Sangli
93.82,26.34,13.33,3.02,41.91,10.3,0.53,56.96,2.81,1.09,0.03,18.36,8.4,2010.0,Sangli
93.81,25.7,12.24,3.28,40.91,10.57,0.55,49.06,2.63,1.09,0.03,18.84,8.51,2011.0,Sangli
93.83,26.34,11.75,3.18,42.01,10.81,0.55,49.72,1.94,1.12,0.03,19.12,8.64,2012.0,Sangli
93.83,26.04,12.49,3.28,41.68,10.35,0.54,50.68,2.45,1.09,0.03,18.58,8.43,2013.0,Sangli
93.91,26.39,12.41,3.05,40.75,11.35,0.54,52.38,2.18,1.08,0.03,18.51,8.39,2014.0,Sangli
93.96,26.91,12.24,2.98,41.94,9.95,0.56,50.79,1.68,1.12,0.03,19.19,8.71,2015.0,Sangli
93.91,25.93,12.08,3.07,42.89,10.07,0.54,51.53,3.81,1.08,0.03,18.53,8.39,2016.0,Sangli
93.89,25.79,12.32,2.92,42.17,10.8,0.56,50.57,3.19,1.12,0.03,19.22,8.68,2017.0,Sangli
93.89,25.77,12.09,2.91,42.13,10.13,0.53,51.11,3.07,1.06,0.03,18.45,8.33,2018.0,Sangli
95.1,25.42,12.84,2.79,43.26,11.78,0.56,48.39,3.83,1.12,0.03,19.11,8.71,2001.0,Satara
95.16,25.95,12.83,2.66,43.3,9.09,0.56,46.1,3.93,1.14,0.03,19.42,8.86,2002.0,Satara
95.14,26.51,12.77,2.65,43.05,11.24,0.57,46.33,3.56,1.15,0.03,19.59,8.93,2003.0,Satara
95.15,25.62,12.86,2.75,41.85,12.13,0.57,43.74,5.08,1.15,0.03,19.55,8.91,2004.0,Satara
95.13,25.32,12.96,2.76,42.22,10.74,0.55,48.52,6.35,1.12,0.03,19.03,8.67,2005.0,Satara
95.14,25.31,13.28,2.81,41.61,10.66,0.55,48.24,7.44,1.11,0.03,18.94,8.63,2006.0,Satara
95.08,25.77,13.33,2.71,42.61,11.06,0.56,47.55,6.32,1.12,0.03,19.22,8.76,2007.0,Satara
95.09,25.36,12.96,2.68,42.51,9.07,0.56,45.3,4.58,1.12,0.03,19.31,8.76,2008.0,Satara
95.11,26.04,13.25,2.65,43.27,12.14,0.56,45.25,5.37,1.11,0.03,19.17,8.7,2009.0,Satara
95.08,25.8,14.18,2.54,42.27,10.11,0.54,51.95,6.43,1.1,0.03,18.6,8.51,2010.0,Satara
95.07,25.22,13.15,2.81,40.75,10.78,0.55,44.91,6.0,1.09,0.03,18.86,8.53,2011.0,Satara
95.1,25.66,12.63,2.73,41.22,10.06,0.56,44.58,4.47,1.11,0.03,19.22,8.68,2012.0,Satara
95.1,25.5,13.35,2.82,41.7,11.09,0.54,46.83,5.25,1.08,0.03,18.63,8.46,2013.0,Satara
95.17,25.97,13.13,2.66,42.01,11.52,0.54,47.08,4.59,1.08,0.03,18.69,8.48,2014.0,Satara
95.22,26.02,13.27,2.53,41.0,11.01,0.56,45.77,3.27,1.11,0.03,19.27,8.74,2015.0,Satara
95.18,25.55,12.83,2.69,42.33,10.52,0.54,47.79,7.27,1.08,0.03,18.62,8.43,2016.0,Satara
95.15,25.55,13.11,2.53,42.81,10.56,0.56,48.17,6.32,1.11,0.03,19.29,8.7,2017.0,Satara
95.15,25.6,12.84,2.56,41.78,11.26,0.53,48.32,5.55,1.04,0.03,18.33,8.27,2018.0,Satara
98.77,27.38,15.15,3.01,39.25,17.18,0.54,54.47,4.48,1.11,0.03,18.65,8.59,2001.0,Sindhudurg
98.82,27.79,15.53,2.84,40.28,16.34,0.55,53.27,4.84,1.12,0.03,18.91,8.7,2002.0,Sindhudurg
