YEAR,DISTRICT,AREA,YIELD,PS,TS,QV2M,WS2M,T2M_MAX,T2M_MIN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,Nitrogen(N),Phosphorous(P),Potassium(K),Soil Type,Soil Depth
2001,Jhabua,35.8,492.0,97.17,27.55,9.77,2.66,44.75,8.43,0.57,39.71,1.43,1.1,0.03,19.12,8.63,Medium ,Low,High,Black,100-300
2002,Jhabua,30.1,538.0,97.23,27.65,9.77,2.73,46.63,7.43,0.57,37.16,1.53,1.1,0.03,19.21,8.67,Medium ,Low,High,Black,100-300
2003,Jhabua,26.6,842.0,97.24,26.63,11.12,2.64,44.61,8.01,0.57,39.93,2.76,1.1,0.03,19.07,8.62,Medium ,Low,High,Black,100-300
2004,Jhabua,28.04,581.0,97.24,27.06,10.78,2.57,44.45,8.35,0.57,40.3,2.25,1.1,0.03,19.12,8.64,Medium ,Low,High,Black,100-300
2005,Jhabua,30.82,645.0,97.22,26.57,10.34,2.52,44.2,7.03,0.58,37.89,2.4,1.12,0.03,19.5,8.76,Medium ,Low,High,Black,100-300
2006,Jhabua,34.0,718.0,97.21,26.91,11.33,2.51,45.29,8.46,0.56,40.39,2.98,1.07,0.03,18.61,8.41,Medium ,Low,High,Black,100-300
2007,Jhabua,40.6,714.0,97.18,26.98,11.01,2.42,45.38,10.05,0.58,37.51,2.54,1.11,0.03,19.24,8.68,Medium ,Low,High,Black,100-300
2008,Jhabua,39.9,759.0,97.18,27.03,10.38,2.65,44.17,5.91,0.56,39.94,1.67,1.07,0.03,18.76,8.43,Medium ,Low,High,Black,100-300
2009,Jhabua,43.7,719.0,97.2,27.52,11.05,2.57,45.57,10.49,0.58,35.81,2.29,1.1,0.03,19.41,8.71,Medium ,Low,High,Black,100-300
2010,Jhabua,47.3,763.0,97.17,27.33,11.79,2.48,46.91,8.23,0.57,40.51,2.68,1.09,0.03,18.99,8.58,Medium ,Low,High,Black,100-300
2011,Jhabua,50.8,657.0,97.16,26.93,10.96,2.57,44.2,6.73,0.56,37.0,2.43,1.06,0.03,18.69,8.41,Medium ,Low,High,Black,100-300
2012,Jhabua,52.01,987.0,97.18,26.49,10.58,2.76,42.88,5.73,0.56,40.13,2.26,1.06,0.03,18.71,8.39,Medium ,Low,High,Black,100-300
2013,Jhabua,56.86,782.0,97.19,25.89,11.59,2.62,44.75,7.06,0.53,43.73,3.44,1.02,0.03,17.75,7.99,Medium ,Low,High,Black,100-300
2014,Jhabua,61.0,836.0,97.29,27.02,10.94,2.59,45.14,6.48,0.57,37.08,2.21,1.08,0.03,18.93,8.51,Medium ,Low,High,Black,100-300
2015,Jhabua,63.0,1444.0,97.33,27.12,10.88,2.64,44.84,8.23,0.55,39.04,2.38,1.05,0.03,18.54,8.32,Medium ,Low,High,Black,100-300
2016,Jhabua,66.0,1606.0,97.26,26.97,10.75,2.52,47.58,8.47,0.55,42.55,2.42,1.05,0.03,18.47,8.3,Medium ,Low,High,Black,100-300
2017,Jhabua,63.6,1430.0,97.25,26.91,10.72,2.56,44.95,7.15,0.56,39.97,2.26,1.06,0.03,18.7,8.38,Medium ,Low,High,Black,100-300
2001,Khargone,46.3,516.0,97.15,28.06,10.15,2.51,46.37,7.33,0.57,40.27,1.4,1.11,0.03,19.15,8.67,Medium ,Medium,High,Black,100-300
2002,Khargone,47.1,650.0,97.2,28.13,10.11,2.7,47.6,7.92,0.57,36.67,1.69,1.1,0.03,19.2,8.69,Medium ,Medium,High,Black,100-300
2003,Khargone,50.2,902.0,97.21,27.15,11.34,2.57,45.64,7.16,0.57,40.24,2.9,1.1,0.03,19.06,8.62,Medium ,Medium,High,Black,100-300
2004,Khargone,53.65,638.0,97.21,27.56,10.9,2.53,45.39,8.32,0.57,41.09,2.05,1.11,0.03,19.26,8.73,Medium ,Medium,High,Black,100-300
2005,Khargone,60.19,563.0,97.19,27.32,10.45,2.46,45.51,8.48,0.57,39.59,2.27,1.11,0.03,19.3,8.7,Medium ,Medium,High,Black,100-300
2006,Khargone,57.14,710.0,97.19,27.23,11.56,2.38,46.15,8.23,0.56,41.2,3.01,1.08,0.03,18.71,8.48,Medium ,Medium,High,Black,100-300
2007,Khargone,53.6,756.0,97.16,27.38,11.12,2.31,45.99,9.72,0.58,40.39,2.41,1.11,0.03,19.34,8.74,Medium ,Medium,High,Black,100-300
2008,Khargone,52.8,642.0,97.15,27.79,10.36,2.49,45.32,6.68,0.56,40.87,1.53,1.07,0.03,18.82,8.47,Medium ,Medium,High,Black,100-300
2009,Khargone,48.2,703.0,97.17,28.21,11.1,2.52,46.52,9.06,0.58,37.33,2.4,1.11,0.03,19.37,8.71,Medium ,Medium,High,Black,100-300
2010,Khargone,43.7,863.0,97.15,27.82,12.04,2.38,46.56,7.56,0.56,44.36,2.41,1.1,0.03,18.99,8.61,Medium ,Medium,High,Black,100-300
2011,Khargone,49.8,556.0,97.14,27.27,11.06,2.4,44.92,5.5,0.56,38.64,2.32,1.07,0.03,18.78,8.46,Medium ,Medium,High,Black,100-300
2012,Khargone,49.0,973.0,97.15,27.21,10.68,2.65,44.68,5.91,0.55,42.24,2.14,1.06,0.03,18.65,8.38,Medium ,Medium,High,Black,100-300
2013,Khargone,55.0,769.0,97.16,26.53,11.81,2.62,45.97,6.63,0.53,45.32,3.44,1.02,0.03,17.72,8.0,Medium ,Medium,High,Black,100-300
2014,Khargone,40.0,1400.0,97.26,27.79,11.11,2.58,46.37,6.56,0.56,41.08,2.09,1.08,0.03,18.86,8.5,Medium ,Medium,High,Black,100-300
2015,Khargone,71.0,1535.0,97.31,27.51,11.3,2.44,46.42,6.77,0.55,41.95,2.91,1.06,0.03,18.58,8.36,Medium ,Medium,High,Black,100-300
2016,Khargone,63.0,1603.0,97.24,27.41,10.75,2.47,48.28,6.63,0.56,44.09,2.33,1.07,0.03,18.67,8.39,Medium ,Medium,High,Black,100-300
2017,Khargone,62.3,1036.0,97.22,27.45,10.83,2.41,45.35,6.24,0.56,42.78,2.43,1.08,0.03,18.91,8.48,Medium ,Medium,High,Black,100-300
2001,Khandwa,175.2,441.0,97.29,27.96,10.31,2.35,46.75,7.14,0.56,43.9,1.67,1.1,0.03,18.96,8.61,Medium ,Medium,High,Black,100-300
2002,Khandwa,172.5,495.0,97.34,28.18,10.14,2.56,47.52,7.43,0.57,39.93,1.89,1.11,0.03,19.09,8.66,Medium ,Medium,High,Black,100-300
2003,Khandwa,157.0,626.0,97.36,27.22,11.35,2.46,46.33,7.02,0.56,43.34,3.2,1.11,0.03,18.97,8.61,Medium ,Medium,High,Black,100-300
2004,Khandwa,155.31,487.0,97.35,27.69,10.88,2.4,45.82,8.08,0.58,42.08,2.1,1.13,0.03,19.43,8.82,Medium ,Medium,High,Black,100-300
2005,Khandwa,149.01,599.0,97.33,27.51,10.44,2.37,45.81,8.26,0.57,42.43,2.34,1.11,0.03,19.15,8.66,Medium ,Medium,High,Black,100-300
2006,Khandwa,149.6,689.0,97.34,27.32,11.64,2.24,46.69,8.13,0.55,45.27,3.51,1.09,0.03,18.65,8.48,Medium ,Medium,High,Black,100-300
2007,Khandwa,152.3,708.0,97.3,27.45,11.1,2.19,46.22,9.43,0.57,44.44,2.53,1.12,0.03,19.22,8.71,Medium ,Medium,High,Black,100-300
2008,Khandwa,154.3,765.0,97.3,27.89,10.38,2.34,45.38,6.26,0.56,45.14,1.63,1.08,0.03,18.75,8.47,Medium ,Medium,High,Black,100-300
2009,Khandwa,154.4,632.0,97.31,28.21,11.11,2.36,46.35,9.07,0.57,41.7,2.69,1.1,0.03,19.2,8.65,Medium ,Medium,High,Black,100-300
2010,Khandwa,165.4,714.0,97.29,27.92,12.03,2.26,46.69,7.35,0.56,46.73,2.6,1.11,0.03,18.95,8.62,Medium ,Medium,High,Black,100-300
2011,Khandwa,163.1,535.0,97.28,27.32,11.14,2.27,45.87,5.39,0.55,42.99,2.6,1.07,0.03,18.6,8.41,Medium ,Medium,High,Black,100-300
2012,Khandwa,182.3,872.0,97.29,27.21,10.76,2.5,45.46,6.43,0.55,46.32,2.49,1.07,0.03,18.58,8.39,Medium ,Medium,High,Black,100-300
2013,Khandwa,189.28,803.0,97.3,26.72,11.89,2.47,47.02,5.82,0.52,48.74,3.77,1.02,0.03,17.58,7.96,Medium ,Medium,High,Black,100-300
2014,Khandwa,17.0,1235.0,97.41,27.94,11.15,2.47,46.69,6.02,0.56,45.02,2.28,1.08,0.03,18.73,8.47,Medium ,Medium,High,Black,100-300
2015,Khandwa,178.0,522.0,97.46,27.41,11.41,2.33,47.12,6.91,0.55,44.85,3.32,1.06,0.03,18.49,8.35,Medium ,Medium,High,Black,100-300
2016,Khandwa,164.0,1348.0,97.38,27.34,10.89,2.32,48.38,6.65,0.55,48.48,3.22,1.07,0.03,18.6,8.39,Medium ,Medium,High,Black,100-300
2017,Khandwa,158.6,762.0,97.36,27.35,10.93,2.25,45.94,5.49,0.56,44.11,2.96,1.09,0.03,19.0,8.54,Medium ,Medium,High,Black,100-300
2001,Sehore,247.2,1013.0,95.65,26.39,9.98,2.3,45.49,6.5,0.56,45.82,2.2,1.09,0.03,18.73,8.48,Medium ,High,High,Black,100-300
2002,Sehore,246.5,1014.0,95.69,26.98,9.68,2.52,46.41,6.17,0.58,41.86,2.24,1.1,0.03,19.15,8.64,Medium ,High,High,Black,100-300
2003,Sehore,255.3,1298.0,95.71,26.05,10.86,2.43,45.81,6.02,0.56,45.56,3.41,1.08,0.03,18.54,8.39,Medium ,High,High,Black,100-300
2004,Sehore,275.71,751.0,95.71,26.78,10.3,2.37,45.31,5.27,0.57,40.98,2.32,1.1,0.03,19.01,8.59,Medium ,High,High,Black,100-300
2005,Sehore,269.82,1276.0,95.69,26.34,9.99,2.35,44.97,6.51,0.57,43.49,2.9,1.1,0.03,19.05,8.57,Medium ,High,High,Black,100-300
2006,Sehore,243.58,888.0,95.69,26.25,11.1,2.24,45.49,6.88,0.56,44.68,4.67,1.08,0.03,18.57,8.42,Medium ,High,High,Black,100-300
2007,Sehore,284.5,1197.0,95.67,26.34,10.55,2.2,44.75,8.41,0.57,42.9,2.79,1.1,0.03,18.98,8.57,Medium ,High,High,Black,100-300
2008,Sehore,282.5,1293.0,95.66,26.39,10.2,2.3,43.95,4.91,0.56,46.3,2.04,1.07,0.03,18.67,8.42,Medium ,High,High,Black,100-300
2009,Sehore,284.4,1526.0,95.68,26.9,10.68,2.34,45.49,8.13,0.57,42.41,3.08,1.09,0.03,19.02,8.57,Medium ,High,High,Black,100-300
2010,Sehore,283.9,1889.0,95.66,26.8,11.32,2.24,46.3,5.73,0.57,47.22,2.41,1.1,0.03,18.98,8.59,Medium ,High,High,Black,100-300
2011,Sehore,310.9,1190.0,95.64,26.12,10.8,2.25,45.78,3.42,0.55,43.6,3.45,1.06,0.03,18.36,8.31,Medium ,High,High,Black,100-300
2012,Sehore,308.68,1236.0,95.64,26.17,10.19,2.49,45.04,5.15,0.55,46.56,2.95,1.05,0.03,18.32,8.26,Medium ,High,High,Black,100-300
2013,Sehore,312.24,483.0,95.65,25.71,11.4,2.46,46.18,3.87,0.53,48.62,4.16,1.01,0.03,17.47,7.9,Medium ,High,High,Black,100-300
2014,Sehore,193.0,1337.0,95.76,26.56,10.73,2.52,46.22,5.02,0.56,46.68,2.58,1.07,0.03,18.63,8.41,Medium ,High,High,Black,100-300
2015,Sehore,296.0,568.0,95.81,26.38,10.8,2.43,46.49,5.14,0.54,46.2,3.58,1.04,0.03,18.08,8.17,Medium ,High,High,Black,100-300
2016,Sehore,270.0,1485.0,95.72,26.25,10.57,2.36,47.93,4.77,0.55,47.94,4.14,1.05,0.03,18.3,8.24,Medium ,High,High,Black,100-300
2017,Sehore,270.0,826.0,95.71,26.71,10.26,2.33,46.65,3.7,0.56,44.23,2.42,1.06,0.03,18.57,8.35,Medium ,High,High,Black,100-300
2001,Raisen,94.4,784.0,95.44,25.64,10.21,2.27,45.51,6.02,0.56,45.82,2.66,1.09,0.03,18.73,8.48,Medium ,Medium,High,Black,100-300
2002,Raisen,73.3,742.0,95.47,26.58,9.74,2.48,45.7,5.58,0.58,41.86,2.44,1.1,0.03,19.15,8.64,Medium ,Medium,High,Black,100-300
2003,Raisen,69.3,973.0,95.49,25.6,10.87,2.4,45.55,5.62,0.56,45.56,3.39,1.08,0.03,18.54,8.39,Medium ,Medium,High,Black,100-300
2004,Raisen,77.58,872.0,95.49,26.3,10.36,2.33,45.21,4.85,0.57,40.98,2.47,1.1,0.03,19.01,8.59,Medium ,Medium,High,Black,100-300
2005,Raisen,70.57,1085.0,95.47,25.81,10.16,2.34,44.42,5.93,0.57,43.49,3.29,1.1,0.03,19.05,8.57,Medium ,Medium,High,Black,100-300
2006,Raisen,69.66,1164.0,95.47,25.9,11.13,2.22,45.04,6.67,0.56,44.68,4.92,1.08,0.03,18.57,8.42,Medium ,Medium,High,Black,100-300
2007,Raisen,128.3,1197.0,95.45,25.8,10.62,2.21,44.19,7.37,0.57,42.9,2.97,1.1,0.03,18.98,8.57,Medium ,Medium,High,Black,100-300
2008,Raisen,116.6,1108.0,95.45,25.57,10.55,2.23,43.31,4.57,0.56,46.3,2.53,1.07,0.03,18.67,8.42,Medium ,Medium,High,Black,100-300
2009,Raisen,123.3,1144.0,95.46,26.41,10.74,2.33,44.92,7.85,0.57,42.41,3.07,1.09,0.03,19.02,8.57,Medium ,Medium,High,Black,100-300
2010,Raisen,143.9,1094.0,95.44,26.36,11.25,2.23,45.81,5.54,0.57,47.22,2.53,1.1,0.03,18.98,8.59,Medium ,Medium,High,Black,100-300
2011,Raisen,188.8,700.0,95.43,25.55,10.99,2.22,45.45,3.14,0.55,43.6,4.14,1.06,0.03,18.36,8.31,Medium ,Medium,High,Black,100-300
2012,Raisen,196.49,925.0,95.43,25.62,10.24,2.45,44.71,3.99,0.55,46.56,3.11,1.05,0.03,18.32,8.26,Medium ,Medium,High,Black,100-300
2013,Raisen,194.52,241.0,95.44,25.22,11.47,2.41,45.85,3.47,0.53,48.62,4.43,1.01,0.03,17.47,7.9,Medium ,Medium,High,Black,100-300
2014,Raisen,119.0,1261.0,95.54,25.92,10.87,2.49,46.79,4.2,0.56,46.68,2.8,1.07,0.03,18.63,8.41,Medium ,Medium,High,Black,100-300
2015,Raisen,94.0,447.0,95.59,25.75,10.98,2.42,45.79,4.74,0.54,46.2,3.56,1.04,0.03,18.08,8.17,Medium ,Medium,High,Black,100-300
2016,Raisen,82.0,854.0,95.5,25.88,10.72,2.31,47.18,4.4,0.55,47.94,4.22,1.05,0.03,18.3,8.24,Medium ,Medium,High,Black,100-300
2017,Raisen,84.7,610.0,95.49,26.35,10.33,2.32,45.93,3.06,0.56,44.23,2.37,1.06,0.03,18.57,8.35,Medium ,Medium,High,Black,100-300
2001,Betul,156.5,882.0,93.94,24.97,10.65,2.32,44.23,7.07,0.55,48.09,3.13,1.08,0.03,18.45,8.38,Medium ,Low,High,Black,100-300
2002,Betul,160.8,652.0,93.98,25.85,10.18,2.46,44.96,7.24,0.56,43.57,2.79,1.09,0.03,18.73,8.49,Medium ,Low,High,Black,100-300
2003,Betul,153.3,892.0,93.99,25.38,11.08,2.41,44.63,6.21,0.55,47.41,3.82,1.09,0.03,18.54,8.41,Medium ,Low,High,Black,100-300
2004,Betul,158.21,689.0,94.0,25.82,10.46,2.38,43.74,6.66,0.57,42.65,2.46,1.12,0.03,19.18,8.69,Medium ,Low,High,Black,100-300
2005,Betul,176.72,1075.0,93.98,25.11,10.51,2.35,43.49,7.6,0.56,45.05,3.7,1.1,0.03,18.76,8.48,Medium ,Low,High,Black,100-300
2006,Betul,173.92,1049.0,93.99,25.47,11.35,2.23,43.45,7.26,0.54,48.42,4.16,1.07,0.03,18.29,8.32,Medium ,Low,High,Black,100-300
2007,Betul,194.1,1047.0,93.95,25.66,10.58,2.24,43.35,9.36,0.56,47.04,3.01,1.1,0.03,18.93,8.56,Medium ,Low,High,Black,100-300
2008,Betul,197.0,1131.0,93.95,25.36,10.46,2.24,42.5,5.56,0.55,46.57,2.75,1.07,0.03,18.55,8.37,Medium ,Low,High,Black,100-300
2009,Betul,210.3,1221.0,93.96,25.97,10.8,2.3,43.68,8.92,0.56,44.75,3.2,1.09,0.03,18.94,8.53,Medium ,Low,High,Black,100-300
2010,Betul,229.0,1291.0,93.95,25.96,11.51,2.2,44.57,7.36,0.55,49.45,3.8,1.09,0.03,18.57,8.43,Medium ,Low,High,Black,100-300
2011,Betul,205.3,1223.0,93.93,25.29,10.89,2.22,43.15,5.3,0.55,44.76,3.35,1.07,0.03,18.39,8.32,Medium ,Low,High,Black,100-300
2012,Betul,236.0,1850.0,93.93,25.27,10.43,2.47,43.23,6.28,0.55,46.34,3.51,1.07,0.03,18.41,8.3,Medium ,Low,High,Black,100-300
2013,Betul,241.85,630.0,93.93,25.12,11.61,2.39,44.85,6.7,0.51,50.9,4.68,1.0,0.03,17.25,7.81,Medium ,Low,High,Black,100-300
2014,Betul,188.0,2064.0,94.04,25.77,10.97,2.44,45.2,6.2,0.54,48.94,2.8,1.06,0.03,18.28,8.26,Medium ,Low,High,Black,100-300
2015,Betul,254.0,492.0,94.1,25.46,11.25,2.4,44.45,6.43,0.54,48.22,3.58,1.05,0.03,18.31,8.26,Medium ,Low,High,Black,100-300
2016,Betul,234.0,1333.0,94.0,25.83,10.64,2.36,44.92,6.04,0.55,50.4,3.53,1.06,0.03,18.44,8.31,Medium ,Low,High,Black,100-300
2017,Betul,223.0,1335.0,94.0,25.89,10.51,2.24,44.62,5.39,0.56,45.53,2.51,1.08,0.03,18.77,8.43,Medium ,Low,High,Black,100-300
2001,Rajgarh,260.9,606.0,96.06,26.23,9.82,2.24,46.01,5.78,0.57,44.77,2.31,1.09,0.03,18.77,8.48,Medium ,High,High,Black,100-300
2002,Rajgarh,255.8,341.0,96.08,27.31,9.24,2.47,46.38,5.64,0.58,40.52,1.86,1.1,0.03,19.22,8.66,Medium ,High,High,Black,100-300
2003,Rajgarh,252.3,1135.0,96.11,26.07,10.57,2.36,46.09,5.53,0.56,43.03,2.59,1.08,0.03,18.57,8.39,Medium ,High,High,Black,100-300
2004,Rajgarh,261.01,885.0,96.1,26.76,10.09,2.3,45.51,5.04,0.58,41.19,2.17,1.1,0.03,19.08,8.62,Medium ,High,High,Black,100-300
2005,Rajgarh,266.31,1191.0,96.08,26.29,9.81,2.25,45.0,5.95,0.58,42.67,2.43,1.1,0.03,19.1,8.58,Medium ,High,High,Black,100-300
2006,Rajgarh,273.08,840.0,96.08,26.59,10.79,2.2,45.66,7.3,0.56,43.71,3.56,1.08,0.03,18.65,8.44,Medium ,High,High,Black,100-300
2007,Rajgarh,277.4,982.0,96.06,26.24,10.41,2.18,44.71,7.61,0.57,41.71,2.61,1.1,0.03,19.07,8.6,Medium ,High,High,Black,100-300
2008,Rajgarh,283.2,1087.0,96.06,25.93,10.37,2.18,43.8,4.38,0.56,44.94,2.35,1.07,0.03,18.7,8.41,Medium ,High,High,Black,100-300
2009,Rajgarh,292.1,876.0,96.07,27.2,10.4,2.32,45.72,8.15,0.58,39.44,2.25,1.1,0.03,19.19,8.63,Medium ,High,High,Black,100-300
2010,Rajgarh,299.0,1052.0,96.05,26.99,10.93,2.2,46.68,6.11,0.57,44.75,2.25,1.1,0.03,19.0,8.58,Medium ,High,High,Black,100-300
2011,Rajgarh,299.5,863.0,96.04,25.94,10.84,2.17,46.58,2.57,0.56,40.77,3.93,1.06,0.03,18.5,8.35,Medium ,High,High,Black,100-300
2012,Rajgarh,326.22,1228.0,96.04,25.93,10.01,2.37,45.57,3.84,0.55,46.02,2.38,1.05,0.03,18.33,8.25,Medium ,High,High,Black,100-300
2013,Rajgarh,342.42,577.0,96.07,25.28,11.25,2.28,46.33,3.49,0.53,47.29,4.02,1.01,0.03,17.48,7.89,Medium ,High,High,Black,100-300
2014,Rajgarh,315.0,1352.0,96.16,26.31,10.57,2.43,47.65,4.22,0.56,43.99,2.54,1.07,0.03,18.64,8.41,Medium ,High,High,Black,100-300
2015,Rajgarh,339.0,608.0,96.21,26.11,10.68,2.36,46.48,4.69,0.55,44.0,2.98,1.04,0.03,18.19,8.2,Medium ,High,High,Black,100-300
2016,Rajgarh,314.0,1172.0,96.12,26.27,10.47,2.27,48.22,4.91,0.56,45.58,3.62,1.05,0.03,18.42,8.28,Medium ,High,High,Black,100-300
2017,Rajgarh,309.4,1245.0,96.1,27.2,9.83,2.32,47.15,3.06,0.56,45.09,1.72,1.06,0.03,18.58,8.34,Medium ,High,High,Black,100-300
2001,Shajapur,314.6,620.0,95.63,26.59,9.6,2.39,45.12,5.74,0.57,44.77,1.82,1.09,0.03,18.77,8.48,Medium ,Medium,High,Black,100-300
2002,Shajapur,315.3,480.0,95.67,27.09,9.37,2.66,46.21,5.4,0.58,40.52,1.81,1.1,0.03,19.22,8.66,Medium ,Medium,High,Black,100-300
2003,Shajapur,307.3,988.0,95.69,25.93,10.65,2.52,45.08,5.55,0.56,43.03,2.91,1.08,0.03,18.57,8.39,Medium ,Medium,High,Black,100-300
2004,Shajapur,319.01,823.0,95.68,26.57,10.17,2.44,45.06,5.1,0.58,41.19,2.18,1.1,0.03,19.08,8.62,Medium ,Medium,High,Black,100-300
2005,Shajapur,327.79,979.0,95.67,26.29,9.74,2.41,44.78,5.92,0.58,42.67,2.28,1.1,0.03,19.1,8.58,Medium ,Medium,High,Black,100-300
2006,Shajapur,327.02,833.0,95.66,26.44,10.84,2.35,45.27,7.43,0.56,43.71,3.5,1.08,0.03,18.65,8.44,Medium ,Medium,High,Black,100-300
2007,Shajapur,331.4,932.0,95.64,26.22,10.47,2.28,44.57,8.7,0.57,41.71,2.55,1.1,0.03,19.07,8.6,Medium ,Medium,High,Black,100-300
2008,Shajapur,337.1,1002.0,95.64,26.34,10.01,2.41,43.74,4.17,0.56,44.94,1.84,1.07,0.03,18.7,8.41,Medium ,Medium,High,Black,100-300
2009,Shajapur,340.5,896.0,95.65,27.1,10.47,2.47,45.3,8.55,0.58,39.44,2.53,1.1,0.03,19.19,8.63,Medium ,Medium,High,Black,100-300
2010,Shajapur,348.6,1271.0,95.63,26.88,11.11,2.33,46.45,6.1,0.57,44.75,2.26,1.1,0.03,19.0,8.58,Medium ,Medium,High,Black,100-300
2011,Shajapur,348.7,1117.0,95.62,25.97,10.73,2.3,45.67,3.26,0.56,40.77,3.14,1.06,0.03,18.5,8.35,Medium ,Medium,High,Black,100-300
2012,Shajapur,371.1,1342.0,95.63,25.81,10.11,2.55,44.69,4.16,0.55,46.02,2.49,1.05,0.03,18.33,8.25,Medium ,Medium,High,Black,100-300
2013,Shajapur,241.9,772.0,95.64,25.22,11.27,2.41,45.24,3.43,0.53,47.29,3.93,1.01,0.03,17.48,7.89,Medium ,Medium,High,Black,100-300
2014,Shajapur,250.0,780.0,95.74,26.28,10.61,2.56,45.76,4.42,0.56,43.99,2.39,1.07,0.03,18.64,8.41,Medium ,Medium,High,Black,100-300
2015,Shajapur,253.0,759.0,95.79,26.11,10.64,2.51,46.15,5.3,0.55,44.0,3.17,1.04,0.03,18.19,8.2,Medium ,Medium,High,Black,100-300
2016,Shajapur,248.0,1488.0,95.71,26.12,10.45,2.42,47.65,5.15,0.56,45.58,3.39,1.05,0.03,18.42,8.28,Medium ,Medium,High,Black,100-300
2017,Shajapur,236.6,1024.0,95.69,26.88,9.95,2.47,46.27,3.26,0.56,45.09,1.81,1.06,0.03,18.58,8.34,Medium ,Medium,High,Black,100-300
2001,Hoshangabad,211.4,1022.0,96.37,26.54,10.49,2.16,46.51,6.46,0.56,48.66,2.86,1.09,0.03,18.58,8.46,Medium ,High,High,Mixed Red & Black,50-100
2002,Hoshangabad,204.3,638.0,96.41,27.44,10.01,2.34,46.95,6.59,0.57,43.3,2.74,1.1,0.03,18.95,8.59,Medium ,High,High,Mixed Red & Black,50-100
2003,Hoshangabad,200.5,1025.0,96.43,26.66,11.18,2.29,46.78,6.74,0.55,47.08,3.91,1.09,0.03,18.53,8.43,Medium ,High,High,Mixed Red & Black,50-100
2004,Hoshangabad,203.97,543.0,96.42,27.37,10.48,2.25,46.25,6.07,0.57,42.74,2.59,1.11,0.03,19.13,8.68,Medium ,High,High,Mixed Red & Black,50-100
2005,Hoshangabad,188.5,1051.0,96.41,26.73,10.35,2.22,45.67,7.17,0.57,45.69,3.68,1.1,0.03,18.91,8.55,Medium ,High,High,Mixed Red & Black,50-100
2006,Hoshangabad,194.86,1217.0,96.41,26.79,11.44,2.12,45.74,7.71,0.55,47.88,5.34,1.07,0.03,18.39,8.38,Medium ,High,High,Mixed Red & Black,50-100
2007,Hoshangabad,206.7,1090.0,96.38,27.03,10.69,2.11,45.21,9.76,0.57,48.56,3.15,1.11,0.03,19.06,8.64,Medium ,High,High,Mixed Red & Black,50-100
2008,Hoshangabad,211.9,845.0,96.38,26.73,10.49,2.1,44.56,5.57,0.56,50.18,2.56,1.07,0.03,18.61,8.42,Medium ,High,High,Mixed Red & Black,50-100
2009,Hoshangabad,214.7,1318.0,96.39,27.21,10.98,2.14,46.08,9.37,0.57,46.76,3.45,1.09,0.03,18.96,8.56,Medium ,High,High,Mixed Red & Black,50-100
2010,Hoshangabad,216.7,1482.0,96.37,27.23,11.65,2.09,47.0,7.36,0.56,51.64,3.11,1.1,0.03,18.8,8.55,Medium ,High,High,Mixed Red & Black,50-100
2011,Hoshangabad,217.8,635.0,96.36,26.75,10.91,2.12,46.08,4.47,0.55,49.09,3.82,1.06,0.03,18.32,8.31,Medium ,High,High,Mixed Red & Black,50-100
2012,Hoshangabad,223.66,862.0,96.36,26.7,10.41,2.34,45.76,5.5,0.55,51.51,3.57,1.05,0.03,18.25,8.25,Medium ,High,High,Mixed Red & Black,50-100
2013,Hoshangabad,213.18,990.0,96.37,26.37,11.69,2.28,47.13,4.86,0.51,53.54,4.65,1.0,0.03,17.18,7.79,Medium ,High,High,Mixed Red & Black,50-100
2014,Hoshangabad,189.0,1651.0,96.48,27.19,10.99,2.33,47.34,5.92,0.55,51.17,2.9,1.07,0.03,18.45,8.35,Medium ,High,High,Mixed Red & Black,50-100
2015,Hoshangabad,108.0,463.0,96.53,26.79,11.27,2.25,47.12,6.57,0.54,50.26,3.98,1.04,0.03,18.09,8.19,Medium ,High,High,Mixed Red & Black,50-100
2016,Hoshangabad,92.0,1163.0,96.44,27.05,10.68,2.23,47.69,5.79,0.55,54.23,4.26,1.05,0.03,18.27,8.25,Medium ,High,High,Mixed Red & Black,50-100
2017,Hoshangabad,41.6,615.0,96.43,27.17,10.56,2.15,47.37,4.84,0.56,45.86,2.57,1.08,0.03,18.77,8.45,Medium ,High,High,Mixed Red & Black,50-100
2001,Thane,0.0,0.0,99.75,27.5,14.22,2.64,42.66,13.01,0.54,48.36,5.1,1.06,0.03,18.28,8.28,Medium ,Medium,High,Red,25-50
2002,Thane,0.0,0.0,99.8,28.27,13.82,2.65,44.19,11.23,0.54,47.47,3.62,1.07,0.03,18.48,8.37,Medium ,Medium,High,Red,25-50
2003,Thane,0.0,0.0,99.78,28.17,14.36,2.58,43.25,12.91,0.55,46.83,5.38,1.08,0.03,18.63,8.43,Medium ,Medium,High,Red,25-50
2004,Thane,0.0,0.0,99.79,27.7,14.16,2.67,44.85,13.92,0.54,48.43,6.34,1.07,0.03,18.41,8.34,Medium ,Medium,High,Red,25-50
2005,Thane,0.0,0.0,99.78,27.34,14.1,2.59,43.54,12.21,0.54,46.49,8.77,1.07,0.03,18.46,8.33,Medium ,Medium,High,Red,25-50
