PS,TS,QV2M,WS2M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,PRECTOTCORR,RH2M,GWETROOT,GWETPROF,T2M_RANGE,YEAR,DISTRICT
98.93,27.4,8.99,2.02,36.3,18.99,8.85,27.07,1.64,39.35,0.4,0.39,41.62,1999.0,Bhind
98.89,27.99,8.43,2.13,35.14,19.11,8.89,27.41,0.9,33.76,0.35,0.35,43.88,2000.0,Bhind
98.97,27.28,9.31,1.91,38.73,18.45,8.3,26.96,1.67,38.25,0.38,0.38,44.32,2001.0,Bhind
98.98,28.07,8.61,2.05,38.04,18.66,8.36,27.64,1.29,37.51,0.37,0.37,44.06,2002.0,Bhind
99.04,27.05,9.72,1.87,45.54,17.65,7.96,26.6,1.53,44.56,0.39,0.39,44.37,2003.0,Bhind
99.01,27.42,9.74,2.11,40.46,18.37,8.25,27.05,1.58,43.55,0.4,0.39,42.66,2004.0,Bhind
99.01,27.18,9.52,2.07,39.28,18.43,8.23,26.64,1.45,42.76,0.38,0.38,42.98,2005.0,Bhind
99.0,28.28,9.73,2.16,40.24,18.3,8.22,27.6,1.32,40.46,0.37,0.37,43.08,2006.0,Bhind
98.99,27.76,9.72,2.14,38.3,18.18,8.16,27.11,1.32,41.68,0.37,0.37,43.37,2007.0,Bhind
98.99,26.07,10.89,1.8,40.88,17.54,7.88,25.86,2.31,49.85,0.46,0.45,41.56,2008.0,Bhind
98.99,27.95,9.73,2.04,36.93,18.52,8.3,27.37,1.51,43.53,0.4,0.39,41.71,2009.0,Bhind
98.99,27.26,10.45,1.87,42.53,17.92,8.05,26.97,1.95,48.39,0.43,0.42,43.99,2010.0,Bhind
98.97,26.16,10.85,1.8,36.33,17.94,8.08,25.94,2.13,50.66,0.46,0.45,45.63,2011.0,Bhind
98.96,26.1,9.66,2.1,38.93,18.1,8.09,25.85,2.13,45.9,0.45,0.44,47.23,2012.0,Bhind
99.01,25.63,11.05,1.97,39.86,17.61,7.91,25.34,2.77,53.55,0.47,0.46,47.4,2013.0,Bhind
99.08,26.72,9.83,2.0,40.14,18.14,8.16,26.32,1.87,45.82,0.41,0.41,45.95,2014.0,Bhind
99.14,26.68,10.09,1.88,38.33,18.18,8.14,26.3,2.06,46.21,0.41,0.4,43.35,2015.0,Bhind
99.02,27.31,10.1,1.8,40.71,17.8,7.97,27.1,1.97,43.19,0.42,0.42,43.56,2016.0,Bhind
99.01,27.76,9.68,1.92,45.78,17.83,7.99,27.26,1.58,41.36,0.39,0.38,44.77,2017.0,Bhind
99.0,26.62,10.4,1.94,46.72,17.43,7.83,26.5,2.55,47.15,0.48,0.46,44.76,2018.0,Bhind
99.09,26.41,11.1,1.86,54.03,17.01,7.7,25.94,2.3,53.31,0.46,0.45,47.5,2019.0,Bhind
95.44,25.32,11.26,2.51,58.48,17.92,8.4,24.8,4.22,55.95,0.73,0.72,37.67,1990.0,Bhopal
95.46,26.0,9.51,2.54,50.08,19.42,9.06,25.4,2.77,46.38,0.67,0.68,43.73,1991.0,Bhopal
95.51,26.23,9.41,2.45,52.82,19.62,9.15,25.39,2.27,46.14,0.67,0.67,41.03,1992.0,Bhopal
95.5,25.72,10.1,2.52,53.37,19.48,9.1,25.18,3.22,49.37,0.69,0.69,41.23,1993.0,Bhopal
95.45,25.19,10.27,2.4,52.64,19.23,8.98,24.76,3.9,51.87,0.71,0.71,42.13,1994.0,Bhopal
95.45,25.76,10.29,2.39,49.2,19.51,9.15,25.09,2.8,50.94,0.68,0.68,41.2,1995.0,Bhopal
95.42,25.64,10.25,2.37,48.44,19.32,9.05,25.03,4.03,51.48,0.69,0.69,40.42,1996.0,Bhopal
95.56,25.06,11.07,2.4,51.14,18.97,8.93,24.38,3.77,56.42,0.71,0.71,39.34,1997.0,Bhopal
95.47,25.4,11.38,2.25,46.08,19.16,8.99,24.99,2.86,56.52,0.71,0.72,42.98,1998.0,Bhopal
95.42,25.47,10.21,2.43,41.49,18.7,8.69,24.99,2.78,51.01,0.69,0.69,39.39,1999.0,Bhopal
95.38,25.85,9.25,2.48,35.16,19.43,9.03,25.32,2.34,42.48,0.66,0.66,38.62,2000.0,Bhopal
95.44,25.64,10.21,2.27,45.82,18.73,8.48,25.11,2.66,48.19,0.68,0.69,39.49,2001.0,Bhopal
95.47,26.58,9.74,2.48,41.86,19.15,8.64,25.92,2.44,45.76,0.65,0.65,40.12,2002.0,Bhopal
95.49,25.6,10.87,2.4,45.56,18.54,8.39,25.08,3.39,54.75,0.73,0.72,39.93,2003.0,Bhopal
95.49,26.3,10.36,2.33,40.98,19.01,8.59,25.57,2.47,50.44,0.66,0.67,40.36,2004.0,Bhopal
95.47,25.81,10.16,2.34,43.49,19.05,8.57,25.17,3.29,50.23,0.69,0.69,38.49,2005.0,Bhopal
95.47,25.9,11.13,2.22,44.68,18.57,8.42,25.5,4.92,53.57,0.71,0.7,38.37,2006.0,Bhopal
95.45,25.8,10.62,2.21,42.9,18.98,8.57,25.33,2.97,51.59,0.69,0.69,36.82,2007.0,Bhopal
95.45,25.57,10.55,2.23,46.3,18.67,8.42,24.94,2.53,51.6,0.69,0.69,38.74,2008.0,Bhopal
95.46,26.41,10.74,2.33,42.41,19.02,8.57,25.84,3.07,52.13,0.68,0.68,37.07,2009.0,Bhopal
95.44,26.36,11.25,2.23,47.22,18.98,8.59,25.74,2.53,55.12,0.7,0.7,40.27,2010.0,Bhopal
95.43,25.55,10.99,2.22,43.6,18.36,8.31,24.91,4.14,54.87,0.72,0.72,42.31,2011.0,Bhopal
95.43,25.62,10.24,2.45,46.56,18.32,8.26,24.9,3.11,50.55,0.68,0.69,40.72,2012.0,Bhopal
95.44,25.22,11.47,2.41,48.62,17.47,7.9,24.59,4.43,57.51,0.71,0.71,42.38,2013.0,Bhopal
95.54,25.92,10.87,2.49,46.68,18.63,8.41,25.22,2.8,54.52,0.68,0.69,42.59,2014.0,Bhopal
95.59,25.75,10.98,2.42,46.2,18.08,8.17,25.12,3.56,54.35,0.68,0.68,41.05,2015.0,Bhopal
95.5,25.88,10.72,2.31,47.94,18.3,8.24,25.46,4.22,51.82,0.71,0.71,42.78,2016.0,Bhopal
95.49,26.35,10.33,2.32,44.23,18.57,8.35,25.78,2.37,48.53,0.66,0.66,42.87,2017.0,Bhopal
95.48,26.1,10.12,2.34,43.01,18.06,8.11,25.59,2.84,48.82,0.69,0.69,41.64,2018.0,Bhopal
95.53,25.85,11.21,2.31,49.49,17.75,8.06,25.11,5.09,55.81,0.73,0.73,44.42,2019.0,Bhopal
96.71,26.84,11.69,2.62,58.77,18.42,8.77,26.02,2.79,56.12,0.68,0.69,36.56,1990.0,Burhanpur
96.72,27.87,9.57,2.57,49.51,19.5,9.28,26.78,1.56,44.25,0.64,0.64,43.21,1991.0,Burhanpur
96.77,27.66,9.72,2.52,51.29,19.79,9.38,26.56,1.76,45.42,0.64,0.64,39.99,1992.0,Burhanpur
96.78,26.74,10.79,2.49,52.7,19.7,9.36,25.98,2.85,52.19,0.69,0.69,38.9,1993.0,Burhanpur
96.72,26.43,10.9,2.51,49.24,19.53,9.25,25.67,3.05,54.08,0.7,0.7,41.03,1994.0,Burhanpur
96.7,27.59,10.6,2.42,49.93,19.59,9.4,26.49,2.24,49.54,0.65,0.65,40.24,1995.0,Burhanpur
96.68,27.59,10.56,2.48,46.61,19.73,9.36,26.5,2.27,49.95,0.66,0.67,39.58,1996.0,Burhanpur
96.81,27.05,11.37,2.45,49.93,19.14,9.15,26.01,2.37,54.62,0.65,0.66,38.94,1997.0,Burhanpur
96.72,27.19,11.82,2.33,45.79,18.95,9.01,26.4,2.63,55.92,0.7,0.7,38.61,1998.0,Burhanpur
96.68,26.61,10.82,2.45,40.93,19.21,9.06,25.88,2.42,53.16,0.67,0.68,39.27,1999.0,Burhanpur
96.65,27.3,9.73,2.45,36.7,19.69,9.31,26.45,1.85,43.81,0.64,0.64,37.34,2000.0,Burhanpur
96.69,27.53,10.52,2.38,43.9,18.96,8.61,26.58,1.79,48.08,0.64,0.64,38.86,2001.0,Burhanpur
96.74,27.94,10.25,2.6,39.93,19.09,8.66,26.95,1.83,46.4,0.64,0.64,38.87,2002.0,Burhanpur
96.75,27.09,11.37,2.49,43.34,18.97,8.61,26.23,2.8,55.08,0.7,0.71,38.76,2003.0,Burhanpur
96.75,27.5,10.9,2.45,42.08,19.43,8.82,26.6,1.91,50.94,0.65,0.66,37.03,2004.0,Burhanpur
96.73,27.0,10.68,2.39,42.43,19.15,8.66,26.2,2.41,51.17,0.67,0.67,37.16,2005.0,Burhanpur
96.74,26.93,11.78,2.23,45.27,18.65,8.48,26.34,3.5,55.79,0.71,0.71,37.74,2006.0,Burhanpur
96.7,27.19,11.16,2.23,44.44,19.22,8.71,26.42,2.38,52.47,0.68,0.68,35.8,2007.0,Burhanpur
96.7,27.6,10.52,2.37,45.14,18.75,8.47,26.55,1.65,48.36,0.64,0.64,38.33,2008.0,Burhanpur
96.71,27.93,11.14,2.39,41.7,19.2,8.65,26.99,2.48,51.76,0.66,0.67,36.31,2009.0,Burhanpur
96.69,27.57,12.15,2.28,46.73,18.95,8.62,26.75,2.72,57.26,0.7,0.7,39.04,2010.0,Burhanpur
96.68,27.02,11.2,2.27,42.99,18.6,8.41,26.19,2.36,52.95,0.68,0.68,39.26,2011.0,Burhanpur
96.69,26.96,10.87,2.51,46.32,18.58,8.39,26.08,2.33,51.53,0.68,0.68,37.52,2012.0,Burhanpur
96.69,26.58,11.93,2.54,48.74,17.58,7.96,25.8,3.32,58.06,0.73,0.73,39.38,2013.0,Burhanpur
96.8,27.72,11.23,2.47,45.02,18.73,8.47,26.55,2.13,52.76,0.65,0.65,39.48,2014.0,Burhanpur
96.85,27.17,11.54,2.33,44.85,18.49,8.35,26.31,3.04,54.45,0.67,0.68,39.19,2015.0,Burhanpur
96.77,27.16,10.9,2.35,48.48,18.6,8.39,26.37,3.01,51.51,0.7,0.7,40.32,2016.0,Burhanpur
96.76,27.1,10.98,2.28,44.11,19.0,8.54,26.37,2.84,51.66,0.68,0.69,38.82,2017.0,Burhanpur
96.76,27.65,10.16,2.32,41.61,18.45,8.28,26.75,2.13,46.77,0.66,0.66,40.57,2018.0,Burhanpur
96.79,27.12,11.61,2.46,47.17,18.08,8.19,26.15,4.32,56.02,0.74,0.74,41.46,2019.0,Burhanpur
97.83,26.03,11.0,2.1,60.79,18.92,8.59,25.87,2.99,52.03,0.65,0.66,38.7,1990.0,Chhatarpur
97.85,26.62,9.55,2.14,57.37,19.68,8.93,26.3,1.95,45.03,0.59,0.6,44.83,1991.0,Chhatarpur
97.9,26.74,9.48,2.01,55.49,20.06,9.06,26.39,2.22,44.51,0.61,0.61,43.38,1992.0,Chhatarpur
97.88,26.5,9.8,2.12,59.91,19.64,8.89,26.36,2.26,45.1,0.59,0.6,43.62,1993.0,Chhatarpur
97.84,26.3,9.93,1.97,57.61,19.41,8.82,26.14,2.57,46.67,0.62,0.62,44.02,1994.0,Chhatarpur
97.84,26.5,10.14,2.09,54.71,19.39,8.85,26.18,2.56,47.5,0.61,0.62,43.27,1995.0,Chhatarpur
97.82,25.88,10.44,1.94,53.33,18.77,8.51,25.79,2.74,50.56,0.63,0.64,43.58,1996.0,Chhatarpur
97.95,25.67,10.82,2.08,61.21,18.46,8.4,25.28,2.81,52.77,0.61,0.61,40.39,1997.0,Chhatarpur
97.88,26.39,10.98,1.97,48.05,19.21,8.76,26.09,2.13,51.47,0.6,0.61,44.42,1998.0,Chhatarpur
97.79,26.49,9.83,2.05,39.74,19.01,8.56,26.33,2.28,45.91,0.61,0.62,40.97,1999.0,Chhatarpur
97.75,27.28,8.95,2.19,34.63,19.48,8.76,26.8,1.24,37.65,0.55,0.55,41.97,2000.0,Chhatarpur
97.83,25.95,10.51,1.97,45.26,18.82,8.54,25.84,2.7,47.54,0.62,0.62,41.68,2001.0,Chhatarpur
97.84,27.17,9.66,2.14,42.78,18.97,8.6,26.87,2.07,44.6,0.58,0.59,41.59,2002.0,Chhatarpur
97.89,26.09,10.84,2.0,47.92,18.27,8.3,25.81,2.73,53.36,0.63,0.64,42.71,2003.0,Chhatarpur
97.87,26.37,10.6,2.04,42.32,19.02,8.62,26.25,2.19,50.48,0.6,0.61,42.12,2004.0,Chhatarpur
97.86,26.08,10.49,2.05,43.93,18.95,8.55,25.85,2.67,50.55,0.63,0.63,40.67,2005.0,Chhatarpur
97.86,27.19,10.59,2.04,45.28,18.53,8.42,26.91,2.07,47.07,0.59,0.59,40.52,2006.0,Chhatarpur
97.84,26.77,10.38,2.04,43.38,18.72,8.48,26.39,1.96,47.31,0.57,0.58,39.54,2007.0,Chhatarpur
97.84,25.7,11.16,1.9,45.89,18.47,8.35,25.5,2.66,53.3,0.64,0.65,40.26,2008.0,Chhatarpur
97.84,27.33,10.44,2.05,42.11,19.03,8.6,26.8,1.94,49.04,0.57,0.58,39.21,2009.0,Chhatarpur
97.84,26.96,10.93,1.87,45.72,18.85,8.54,26.64,2.33,51.78,0.62,0.62,41.2,2010.0,Chhatarpur
97.82,25.75,11.26,1.84,41.19,18.51,8.41,25.59,3.06,54.44,0.66,0.66,43.56,2011.0,Chhatarpur
97.81,26.0,10.27,2.05,44.96,18.55,8.37,25.83,2.27,49.45,0.62,0.62,43.52,2012.0,Chhatarpur
97.84,25.4,11.6,1.92,46.52,17.85,8.07,25.27,3.49,56.84,0.66,0.67,45.63,2013.0,Chhatarpur
97.92,26.21,10.76,2.0,44.8,18.73,8.48,25.91,2.21,52.36,0.59,0.6,44.08,2014.0,Chhatarpur
97.99,26.26,11.04,1.96,44.69,18.46,8.33,25.92,2.4,52.32,0.59,0.59,41.97,2015.0,Chhatarpur
97.87,26.6,10.96,1.92,46.65,18.09,8.17,26.44,3.04,50.54,0.64,0.64,42.1,2016.0,Chhatarpur
97.86,27.51,10.15,1.98,42.89,18.77,8.46,27.03,1.7,44.75,0.57,0.57,43.9,2017.0,Chhatarpur
97.85,26.84,10.49,1.99,42.52,18.21,8.21,26.58,2.77,48.18,0.63,0.63,43.93,2018.0,Chhatarpur
97.93,26.23,11.33,1.86,49.47,17.91,8.15,25.75,3.07,55.61,0.66,0.66,46.73,2019.0,Chhatarpur
93.68,24.45,11.57,2.53,58.8,17.74,8.49,23.99,3.8,60.02,0.74,0.74,34.41,1990.0,Chhindwara
93.7,25.76,9.61,2.49,51.31,19.15,9.1,24.98,2.44,48.26,0.67,0.67,41.36,1991.0,Chhindwara
93.74,25.84,9.4,2.4,52.85,19.48,9.24,25.01,2.46,46.96,0.67,0.67,38.52,1992.0,Chhindwara
93.74,24.97,10.29,2.4,54.25,19.26,9.17,24.45,3.67,52.22,0.72,0.71,38.45,1993.0,Chhindwara
93.69,24.74,10.47,2.43,52.0,19.0,9.01,24.22,4.33,54.66,0.71,0.71,38.57,1994.0,Chhindwara
93.69,25.13,10.69,2.27,51.66,19.13,9.15,24.5,3.09,54.31,0.69,0.69,40.26,1995.0,Chhindwara
93.66,25.64,10.26,2.33,50.17,19.23,9.17,24.88,2.94,51.41,0.68,0.68,38.59,1996.0,Chhindwara
93.8,24.71,11.04,2.35,52.41,18.95,9.08,24.05,3.4,57.61,0.71,0.7,37.71,1997.0,Chhindwara
93.71,24.8,11.61,2.21,46.99,18.87,9.02,24.39,3.07,59.54,0.73,0.73,39.88,1998.0,Chhindwara
93.65,24.77,10.37,2.41,42.1,18.59,8.77,24.35,3.25,54.08,0.72,0.71,38.51,1999.0,Chhindwara
93.63,25.2,9.51,2.38,37.4,19.42,9.2,24.72,2.47,45.77,0.67,0.67,36.07,2000.0,Chhindwara
93.68,24.9,10.6,2.27,50.33,18.33,8.33,24.54,3.03,52.45,0.7,0.7,37.72,2001.0,Chhindwara
93.72,25.77,10.1,2.42,45.98,18.71,8.48,25.23,2.73,49.17,0.67,0.67,37.17,2002.0,Chhindwara
93.73,25.29,10.98,2.35,49.48,18.2,8.27,24.74,3.77,56.24,0.73,0.72,39.18,2003.0,Chhindwara
93.74,25.68,10.43,2.27,44.71,18.99,8.6,24.91,2.43,52.42,0.67,0.67,37.63,2004.0,Chhindwara
93.72,25.05,10.43,2.28,48.05,18.67,8.43,24.53,3.62,53.73,0.71,0.71,36.53,2005.0,Chhindwara
93.73,25.25,11.29,2.18,49.42,18.25,8.31,24.8,4.3,56.33,0.71,0.71,37.14,2006.0,Chhindwara
93.7,25.51,10.49,2.18,47.47,18.84,8.52,24.85,2.99,52.33,0.7,0.69,34.03,2007.0,Chhindwara
93.69,25.17,10.44,2.18,47.52,18.51,8.36,24.6,2.66,52.33,0.7,0.69,37.24,2008.0,Chhindwara
93.7,25.95,10.66,2.25,45.15,18.87,8.51,25.35,3.17,52.74,0.7,0.69,36.24,2009.0,Chhindwara
93.69,25.85,11.38,2.15,49.7,18.68,8.47,25.22,3.64,56.75,0.72,0.72,38.35,2010.0,Chhindwara
93.67,25.11,10.88,2.14,45.48,18.29,8.28,24.48,3.33,54.63,0.71,0.7,39.26,2011.0,Chhindwara
93.67,25.18,10.36,2.4,48.18,18.21,8.21,24.59,3.46,52.29,0.7,0.7,37.49,2012.0,Chhindwara
93.67,25.03,11.53,2.31,50.85,17.21,7.79,24.41,4.58,59.0,0.74,0.73,38.74,2013.0,Chhindwara
93.78,25.6,10.93,2.4,49.01,18.5,8.37,24.82,2.75,55.01,0.68,0.67,39.77,2014.0,Chhindwara
93.84,25.11,11.38,2.3,48.96,18.06,8.15,24.51,3.68,57.32,0.7,0.7,38.03,2015.0,Chhindwara
93.74,25.79,10.65,2.27,50.02,18.22,8.21,25.17,3.42,52.12,0.7,0.7,39.04,2016.0,Chhindwara
93.74,25.86,10.47,2.15,42.66,18.88,8.49,25.25,2.56,50.93,0.68,0.68,39.24,2017.0,Chhindwara
93.73,25.9,10.05,2.23,42.37,17.96,8.05,25.17,2.32,48.98,0.66,0.66,39.4,2018.0,Chhindwara
93.77,25.5,10.99,2.3,47.97,17.74,8.04,24.72,3.99,56.19,0.72,0.72,43.13,2019.0,Chhindwara
96.25,25.47,11.21,2.25,61.48,18.53,8.57,25.08,3.98,55.35,0.72,0.72,37.63,1990.0,Damoh
96.26,26.17,9.73,2.28,58.48,19.34,8.94,25.67,2.56,47.26,0.66,0.66,43.51,1991.0,Damoh
96.32,26.28,9.53,2.08,56.65,19.72,9.07,25.72,2.59,46.25,0.66,0.66,41.27,1992.0,Damoh
96.3,25.7,10.14,2.16,59.93,19.32,8.94,25.45,3.27,49.13,0.68,0.68,41.25,1993.0,Damoh
96.26,25.57,10.21,2.11,59.48,18.88,8.71,25.25,4.01,50.5,0.69,0.69,42.57,1994.0,Damoh
96.26,25.8,10.41,2.16,57.38,18.87,8.81,25.4,2.89,50.84,0.67,0.67,42.18,1995.0,Damoh
96.24,25.69,10.32,2.04,56.75,18.64,8.64,25.27,3.0,51.52,0.67,0.68,41.97,1996.0,Damoh
96.37,25.11,10.99,2.16,60.55,18.15,8.43,24.61,3.52,55.7,0.7,0.7,39.01,1997.0,Damoh
96.29,25.52,11.38,2.02,49.61,18.77,8.74,25.24,2.46,56.16,0.68,0.68,43.06,1998.0,Damoh
96.21,25.6,10.17,2.12,42.04,18.85,8.61,25.42,3.3,50.09,0.69,0.69,40.21,1999.0,Damoh
96.18,25.99,9.42,2.22,36.46,19.44,8.93,25.6,1.92,42.92,0.63,0.63,40.78,2000.0,Damoh
96.25,25.49,10.55,2.06,47.73,18.48,8.4,25.16,3.2,49.94,0.68,0.68,40.49,2001.0,Damoh
96.27,26.4,9.97,2.22,44.36,18.68,8.47,25.98,2.68,47.99,0.65,0.65,41.07,2002.0,Damoh
96.31,25.62,11.0,2.11,48.43,18.19,8.27,25.2,3.84,55.88,0.71,0.71,42.15,2003.0,Damoh
96.3,25.72,10.73,2.05,43.18,18.94,8.58,25.46,2.79,53.41,0.67,0.68,41.18,2004.0,Damoh
96.29,25.49,10.57,2.1,46.17,18.69,8.44,25.16,3.86,53.25,0.7,0.7,39.06,2005.0,Damoh
96.28,26.25,10.96,2.06,47.13,18.31,8.33,25.97,2.98,51.78,0.67,0.67,38.43,2006.0,Damoh
96.27,25.74,10.63,2.02,45.13,18.66,8.44,25.44,2.69,51.61,0.67,0.67,38.36,2007.0,Damoh
96.26,25.47,10.89,1.96,46.29,18.48,8.35,25.05,2.98,53.57,0.69,0.69,39.83,2008.0,Damoh
96.27,26.56,10.62,2.05,43.44,18.9,8.53,26.07,2.88,51.55,0.66,0.66,38.11,2009.0,Damoh
96.26,26.43,11.13,1.94,47.54,18.81,8.53,26.0,3.13,54.32,0.69,0.7,40.92,2010.0,Damoh
96.24,25.44,11.17,1.93,44.54,18.33,8.32,25.06,4.1,55.53,0.71,0.71,43.1,2011.0,Damoh
96.23,25.58,10.43,2.13,46.65,18.26,8.25,25.19,3.11,51.77,0.69,0.69,42.25,2012.0,Damoh
96.25,25.08,11.72,2.06,49.45,17.52,7.93,24.74,4.83,58.97,0.72,0.72,43.34,2013.0,Damoh
96.34,25.69,11.08,2.11,47.0,18.53,8.4,25.29,2.76,55.67,0.66,0.66,44.14,2014.0,Damoh
96.41,25.58,11.34,2.01,47.9,18.16,8.21,25.18,2.89,56.12,0.67,0.67,41.8,2015.0,Damoh
96.3,26.0,11.01,1.99,49.28,18.1,8.17,25.75,4.05,52.75,0.7,0.7,42.02,2016.0,Damoh
96.29,26.81,10.35,2.06,44.3,18.6,8.38,26.25,2.16,47.8,0.63,0.64,42.03,2017.0,Damoh
96.28,26.42,10.35,2.06,44.59,17.9,8.07,25.94,3.16,49.19,0.68,0.68,42.66,2018.0,Damoh
96.35,25.99,11.19,1.96,50.61,17.78,8.09,25.33,4.24,55.78,0.72,0.72,46.11,2019.0,Damoh
98.19,26.5,10.63,2.11,53.17,18.49,8.71,26.21,2.5,49.08,0.47,0.48,39.34,1990.0,Datia
98.21,27.29,8.96,2.13,46.71,19.45,9.11,26.78,1.57,40.83,0.42,0.43,44.95,1991.0,Datia
98.27,27.06,9.2,2.06,49.42,18.98,8.95,26.6,1.89,42.7,0.44,0.44,43.62,1992.0,Datia
98.24,27.25,9.25,2.19,50.07,19.41,9.13,26.86,1.74,40.86,0.42,0.42,44.34,1993.0,Datia
98.2,26.99,9.41,2.0,46.17,19.71,9.27,26.59,1.96,42.63,0.44,0.45,44.98,1994.0,Datia
98.21,26.67,9.88,2.09,46.81,19.37,9.14,26.31,2.65,45.81,0.48,0.49,43.35,1995.0,Datia
98.18,25.83,10.34,1.94,46.51,18.72,8.81,25.8,2.8,49.66,0.51,0.52,44.46,1996.0,Datia
98.32,26.24,10.38,2.1,50.7,18.68,8.87,25.69,2.32,49.3,0.43,0.44,40.9,1997.0,Datia
98.24,26.89,10.54,1.98,42.75,19.24,9.01,26.43,1.91,47.72,0.44,0.44,45.71,1998.0,Datia
98.15,27.12,9.4,2.07,38.24,18.58,8.72,26.76,1.93,42.34,0.43,0.44,41.03,1999.0,Datia
98.1,28.09,8.38,2.24,34.65,19.02,8.89,27.4,0.84,33.62,0.38,0.39,43.71,2000.0,Datia
98.19,26.62,9.96,1.97,42.21,18.32,8.25,26.37,2.25,43.14,0.44,0.45,42.28,2001.0,Datia
98.2,28.03,8.95,2.19,39.92,18.52,8.32,27.46,1.49,39.37,0.4,0.41,42.12,2002.0,Datia
98.25,26.9,10.19,1.99,46.23,17.69,7.97,26.41,1.88,47.83,0.43,0.43,43.35,2003.0,Datia
98.23,27.33,9.95,2.1,41.48,18.36,8.25,26.89,1.77,45.11,0.42,0.43,41.98,2004.0,Datia
98.22,26.96,9.83,2.12,40.91,18.29,8.18,26.44,1.8,44.99,0.42,0.43,41.52,2005.0,Datia
98.21,27.98,10.07,2.1,43.17,18.2,8.19,27.4,1.7,43.03,0.41,0.42,41.35,2006.0,Datia
98.2,27.42,9.94,2.08,39.4,18.23,8.18,26.86,1.71,43.58,0.41,0.41,40.45,2007.0,Datia
98.21,25.9,11.01,1.88,44.17,17.61,7.91,25.69,2.62,51.5,0.5,0.51,40.87,2008.0,Datia
98.2,27.93,10.02,2.09,39.25,18.53,8.31,27.23,1.6,45.58,0.41,0.42,39.9,2009.0,Datia
98.2,27.18,10.75,1.89,42.74,18.24,8.2,26.83,2.29,50.31,0.46,0.47,42.03,2010.0,Datia
98.19,25.81,11.19,1.84,37.73,18.13,8.17,25.65,2.93,53.81,0.53,0.54,44.09,2011.0,Datia
98.17,26.2,9.96,2.08,42.16,17.92,8.02,25.9,2.04,47.38,0.46,0.47,44.53,2012.0,Datia
98.21,25.59,11.32,1.96,43.13,17.41,7.82,25.37,3.08,54.94,0.51,0.51,45.84,2013.0,Datia
98.29,26.39,10.46,2.02,41.48,18.2,8.2,26.04,2.22,50.13,0.45,0.46,44.07,2014.0,Datia
98.35,26.51,10.65,1.96,39.56,18.23,8.17,26.1,2.38,49.58,0.44,0.44,41.91,2015.0,Datia
98.24,27.11,10.52,1.88,43.4,17.67,7.91,26.84,2.22,46.73,0.46,0.47,42.84,2016.0,Datia
98.22,27.97,9.75,2.0,43.98,18.06,8.09,27.34,1.48,41.77,0.4,0.41,44.24,2017.0,Datia
98.21,27.02,10.33,1.99,42.31,17.67,7.92,26.7,2.48,47.13,0.48,0.49,44.24,2018.0,Datia
98.3,26.51,11.2,1.86,50.92,17.22,7.79,25.94,2.25,54.13,0.46,0.47,46.54,2019.0,Datia
95.15,25.68,11.04,2.65,58.04,18.43,8.73,24.97,3.32,54.78,0.7,0.7,38.62,1990.0,Dewas
95.17,26.4,9.15,2.66,49.87,19.58,9.26,25.5,2.09,44.26,0.66,0.66,44.23,1991.0,Dewas
95.22,26.38,9.3,2.67,50.99,19.67,9.28,25.36,1.88,45.38,0.65,0.65,40.21,1992.0,Dewas
95.22,26.07,9.93,2.7,52.41,19.54,9.2,25.24,2.6,48.4,0.67,0.67,39.99,1993.0,Dewas
95.16,25.43,10.01,2.6,49.91,19.55,9.19,24.76,3.26,50.66,0.7,0.7,41.07,1994.0,Dewas
95.15,26.1,9.92,2.56,49.21,19.64,9.33,25.16,2.71,48.61,0.66,0.67,40.34,1995.0,Dewas
95.13,25.92,10.05,2.56,47.07,19.54,9.22,25.11,2.98,50.12,0.69,0.69,39.11,1996.0,Dewas
95.26,25.42,10.93,2.56,48.28,19.33,9.13,24.53,2.89,55.31,0.68,0.68,38.85,1997.0,Dewas
95.17,26.07,10.98,2.42,46.52,19.09,9.02,25.3,2.48,53.4,0.68,0.69,40.62,1998.0,Dewas
95.13,25.82,10.05,2.59,39.92,19.03,8.94,25.09,2.36,49.8,0.66,0.66,38.56,1999.0,Dewas
95.09,26.22,9.03,2.6,34.7,19.56,9.2,25.44,1.85,41.44,0.64,0.65,37.91,2000.0,Dewas
95.14,26.6,9.64,2.47,46.52,18.82,8.53,25.63,1.66,44.36,0.64,0.64,38.57,2001.0,Dewas
95.18,26.78,9.56,2.7,41.39,19.11,8.65,25.88,1.92,44.58,0.64,0.64,39.94,2002.0,Dewas
95.2,25.79,10.72,2.57,44.29,18.85,8.55,25.17,3.27,53.55,0.72,0.72,38.7,2003.0,Dewas
95.19,26.32,10.29,2.48,42.67,19.29,8.74,25.54,2.24,49.94,0.67,0.67,38.69,2004.0,Dewas
95.17,26.23,9.76,2.48,46.61,19.07,8.61,25.35,2.3,47.15,0.65,0.66,37.59,2005.0,Dewas
95.18,26.12,10.9,2.4,47.38,18.52,8.41,25.5,3.58,52.8,0.7,0.7,37.37,2006.0,Dewas
95.15,26.06,10.52,2.31,44.84,19.2,8.69,25.4,2.63,50.92,0.69,0.69,35.45,2007.0,Dewas
95.15,26.38,9.94,2.49,46.53,18.73,8.45,25.4,1.69,47.2,0.64,0.65,38.47,2008.0,Dewas
