PS,TS,QV2M,WS2M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,PRECTOTCORR,RH2M,GWETROOT,GWETPROF,T2M_RANGE,YEAR,DISTRICT
94.65,27.62,10.83,2.66,51.23,19.06,8.58,26.39,1.83,50.77,0.64,0.65,33.56,2012.0,Latur
94.66,26.91,12.13,2.72,52.96,18.29,8.27,25.83,2.64,59.08,0.69,0.7,33.6,2013.0,Latur
94.76,27.54,11.7,2.54,51.85,18.82,8.49,26.21,2.06,54.78,0.64,0.64,34.59,2014.0,Latur
94.8,28.32,11.29,2.57,49.74,19.09,8.6,26.84,1.61,50.61,0.62,0.63,35.63,2015.0,Latur
94.73,27.6,11.07,2.53,51.3,18.62,8.37,26.42,2.09,51.93,0.65,0.66,33.79,2016.0,Latur
94.72,27.94,10.67,2.47,50.54,19.41,8.7,26.6,1.74,49.42,0.63,0.64,34.41,2017.0,Latur
94.72,28.29,10.25,2.58,49.39,18.55,8.31,26.85,1.35,46.22,0.62,0.62,36.33,2018.0,Latur
94.74,28.23,11.46,2.65,51.66,18.73,8.46,26.78,1.74,53.35,0.64,0.64,36.31,2019.0,Latur
99.78,27.3,14.55,2.67,41.87,18.57,9.5,26.35,6.79,69.44,0.71,0.7,29.54,1990.0,Mumbai City
99.8,27.35,13.92,2.51,37.82,18.89,9.74,26.37,5.81,66.29,0.66,0.66,35.28,1991.0,Mumbai City
99.82,27.79,13.51,2.65,33.22,19.49,9.95,26.58,4.85,64.05,0.64,0.65,30.09,1992.0,Mumbai City
99.82,27.46,14.08,2.68,40.2,19.13,9.76,26.46,5.86,66.93,0.7,0.7,28.75,1993.0,Mumbai City
99.77,26.93,14.06,2.76,37.47,18.98,9.66,26.1,6.96,68.17,0.7,0.7,33.29,1994.0,Mumbai City
99.75,27.8,13.93,2.55,40.83,19.34,9.9,26.63,4.43,65.58,0.65,0.65,32.16,1995.0,Mumbai City
99.73,27.44,14.14,2.58,41.08,18.98,9.66,26.36,5.64,67.96,0.68,0.68,30.56,1996.0,Mumbai City
99.87,27.39,14.3,2.54,37.69,19.48,9.96,26.36,5.59,68.53,0.68,0.68,31.69,1997.0,Mumbai City
99.75,27.75,14.9,2.59,42.51,18.8,9.58,26.74,5.8,69.18,0.71,0.7,34.09,1998.0,Mumbai City
99.72,27.04,14.19,2.63,42.24,19.73,9.95,26.2,4.43,68.3,0.69,0.69,34.11,1999.0,Mumbai City
99.7,27.14,14.02,2.51,40.57,19.54,9.88,26.28,5.26,66.85,0.67,0.67,32.03,2000.0,Mumbai City
99.75,27.5,14.22,2.64,47.1,19.39,8.98,26.52,5.1,67.31,0.68,0.68,29.65,2001.0,Mumbai City
99.8,28.27,13.82,2.65,46.55,19.46,9.02,27.12,3.62,63.41,0.63,0.63,32.96,2002.0,Mumbai City
99.78,28.17,14.36,2.58,47.05,19.46,9.01,27.08,5.38,66.22,0.68,0.68,30.34,2003.0,Mumbai City
99.79,27.7,14.16,2.67,49.51,19.14,8.88,26.82,6.34,65.97,0.67,0.67,30.93,2004.0,Mumbai City
99.78,27.34,14.1,2.59,46.32,19.2,8.87,26.39,8.77,67.06,0.69,0.69,31.33,2005.0,Mumbai City
99.78,27.57,14.66,2.64,47.51,18.95,8.77,26.65,9.13,68.97,0.7,0.7,30.02,2006.0,Mumbai City
99.72,27.82,14.57,2.61,46.18,18.98,8.8,26.85,7.36,67.69,0.68,0.68,30.83,2007.0,Mumbai City
99.73,27.41,14.11,2.56,43.86,19.15,8.83,26.48,7.1,66.49,0.69,0.69,32.78,2008.0,Mumbai City
99.75,28.19,14.46,2.56,44.69,18.99,8.77,27.22,6.18,66.49,0.69,0.68,31.29,2009.0,Mumbai City
99.71,27.77,15.57,2.39,50.46,18.34,8.52,26.97,8.51,71.5,0.73,0.73,30.53,2010.0,Mumbai City
99.7,27.25,14.52,2.6,43.59,18.71,8.61,26.5,7.05,68.36,0.7,0.7,30.53,2011.0,Mumbai City
99.74,27.35,13.99,2.61,43.28,19.32,8.88,26.45,4.96,66.17,0.68,0.68,31.75,2012.0,Mumbai City
99.74,27.32,14.62,2.59,44.38,18.84,8.69,26.41,6.76,69.42,0.7,0.7,29.52,2013.0,Mumbai City
99.82,28.04,14.23,2.57,43.86,18.96,8.73,26.96,6.39,65.4,0.66,0.65,31.71,2014.0,Mumbai City
99.87,27.93,14.57,2.47,44.9,19.09,8.79,26.95,4.69,66.82,0.67,0.67,30.73,2015.0,Mumbai City
99.83,27.51,14.2,2.56,45.2,18.57,8.55,26.56,8.09,66.83,0.69,0.69,29.64,2016.0,Mumbai City
99.79,27.68,14.41,2.44,44.19,19.11,8.77,26.76,8.02,67.26,0.7,0.7,31.98,2017.0,Mumbai City
99.79,27.79,13.96,2.45,44.38,18.49,8.48,26.94,5.64,64.59,0.66,0.66,30.72,2018.0,Mumbai City
99.81,28.07,14.77,2.54,45.95,18.68,8.63,26.96,9.23,68.02,0.71,0.71,32.62,2019.0,Mumbai City
99.78,27.3,14.55,2.67,41.48,18.91,9.43,26.35,6.79,69.44,0.71,0.7,29.54,1990.0,Mumbai Suburban
99.8,27.35,13.92,2.51,37.58,19.19,9.59,26.37,5.81,66.29,0.66,0.66,35.28,1991.0,Mumbai Suburban
99.82,27.79,13.51,2.65,33.25,19.76,9.8,26.58,4.85,64.05,0.64,0.65,30.09,1992.0,Mumbai Suburban
99.82,27.46,14.08,2.68,38.65,19.55,9.71,26.46,5.86,66.93,0.7,0.7,28.75,1993.0,Mumbai Suburban
99.77,26.93,14.06,2.76,36.02,19.37,9.61,26.1,6.96,68.17,0.7,0.7,33.29,1994.0,Mumbai Suburban
99.75,27.8,13.93,2.55,41.1,19.49,9.77,26.63,4.43,65.58,0.65,0.65,32.16,1995.0,Mumbai Suburban
99.73,27.44,14.14,2.58,42.38,19.25,9.58,26.36,5.64,67.96,0.68,0.68,30.56,1996.0,Mumbai Suburban
99.87,27.39,14.3,2.54,39.43,19.51,9.76,26.36,5.59,68.53,0.68,0.68,31.69,1997.0,Mumbai Suburban
99.75,27.75,14.9,2.59,42.13,18.95,9.45,26.74,5.8,69.18,0.71,0.7,34.09,1998.0,Mumbai Suburban
99.72,27.04,14.19,2.63,39.66,19.68,9.81,26.2,4.43,68.3,0.69,0.69,34.11,1999.0,Mumbai Suburban
99.7,27.14,14.02,2.51,37.76,19.41,9.71,26.28,5.26,66.85,0.67,0.67,32.03,2000.0,Mumbai Suburban
99.75,27.5,14.22,2.64,47.55,19.2,8.86,26.52,5.1,67.31,0.68,0.68,29.65,2001.0,Mumbai Suburban
99.8,28.27,13.82,2.65,46.34,19.36,8.93,27.12,3.62,63.41,0.63,0.63,32.96,2002.0,Mumbai Suburban
99.78,28.17,14.36,2.58,46.25,19.39,8.94,27.08,5.38,66.22,0.68,0.68,30.34,2003.0,Mumbai Suburban
99.79,27.7,14.16,2.67,49.54,19.1,8.82,26.82,6.34,65.97,0.67,0.67,30.93,2004.0,Mumbai Suburban
99.78,27.34,14.1,2.59,46.54,19.15,8.81,26.39,8.77,67.06,0.69,0.69,31.33,2005.0,Mumbai Suburban
99.78,27.57,14.66,2.64,46.7,18.9,8.72,26.65,9.13,68.97,0.7,0.7,30.02,2006.0,Mumbai Suburban
99.72,27.82,14.57,2.61,46.81,19.1,8.81,26.85,7.36,67.69,0.68,0.68,30.83,2007.0,Mumbai Suburban
99.73,27.41,14.11,2.56,46.8,18.85,8.65,26.48,7.1,66.49,0.69,0.69,32.78,2008.0,Mumbai Suburban
99.75,28.19,14.46,2.56,47.29,19.07,8.76,27.22,6.18,66.49,0.69,0.68,31.29,2009.0,Mumbai Suburban
99.71,27.77,15.57,2.39,52.39,18.47,8.55,26.97,8.51,71.5,0.73,0.73,30.53,2010.0,Mumbai Suburban
99.7,27.25,14.52,2.6,45.62,18.66,8.56,26.5,7.05,68.36,0.7,0.7,30.53,2011.0,Mumbai Suburban
99.74,27.35,13.99,2.61,47.03,19.24,8.81,26.45,4.96,66.17,0.68,0.68,31.75,2012.0,Mumbai Suburban
99.74,27.32,14.62,2.59,48.0,18.53,8.51,26.41,6.76,69.42,0.7,0.7,29.52,2013.0,Mumbai Suburban
99.82,28.04,14.23,2.57,45.78,19.05,8.75,26.96,6.39,65.4,0.66,0.65,31.71,2014.0,Mumbai Suburban
99.87,27.93,14.57,2.47,48.95,18.96,8.7,26.95,4.69,66.82,0.67,0.67,30.73,2015.0,Mumbai Suburban
99.83,27.51,14.2,2.56,47.21,18.54,8.52,26.56,8.09,66.83,0.69,0.69,29.64,2016.0,Mumbai Suburban
99.79,27.68,14.41,2.44,47.12,19.19,8.78,26.76,8.02,67.26,0.7,0.7,31.98,2017.0,Mumbai Suburban
99.79,27.79,13.96,2.45,47.29,18.59,8.49,26.94,5.64,64.59,0.66,0.66,30.72,2018.0,Mumbai Suburban
99.81,28.07,14.77,2.54,49.29,18.4,8.47,26.96,9.23,68.02,0.71,0.71,32.62,2019.0,Mumbai Suburban
97.53,26.74,12.6,2.27,63.51,18.38,8.81,26.25,3.47,60.45,0.72,0.72,36.54,1990.0,Nagpur
97.55,28.18,10.77,2.22,60.68,18.96,9.08,27.31,2.45,50.4,0.66,0.66,43.55,1991.0,Nagpur
97.59,28.2,10.3,2.13,56.0,19.47,9.28,27.39,2.54,47.23,0.66,0.67,38.82,1992.0,Nagpur
97.6,27.03,11.25,2.14,61.48,18.84,8.99,26.61,3.68,53.1,0.71,0.71,39.78,1993.0,Nagpur
97.55,26.96,11.65,2.28,59.01,18.29,8.7,26.46,4.2,56.73,0.71,0.71,41.23,1994.0,Nagpur
97.54,27.32,12.02,2.03,60.82,18.48,8.9,26.68,3.41,56.86,0.69,0.69,41.44,1995.0,Nagpur
97.5,28.15,11.19,2.17,59.12,18.49,8.88,27.36,2.4,51.22,0.66,0.67,39.41,1996.0,Nagpur
97.65,27.39,11.79,2.2,61.28,17.79,8.54,26.65,3.03,55.81,0.67,0.68,39.83,1997.0,Nagpur
97.56,27.17,12.67,2.09,52.45,18.34,8.84,26.67,3.03,60.05,0.71,0.71,41.84,1998.0,Nagpur
97.49,27.08,11.29,2.15,43.55,18.79,8.87,26.63,3.18,54.7,0.71,0.7,41.19,1999.0,Nagpur
97.47,27.42,10.55,2.1,39.02,19.39,9.2,26.93,2.35,47.29,0.66,0.66,38.9,2000.0,Nagpur
97.53,27.19,11.74,2.03,56.2,18.22,8.32,26.75,3.23,54.16,0.69,0.69,40.06,2001.0,Nagpur
97.56,28.0,11.12,2.24,51.79,18.63,8.5,27.39,2.84,50.42,0.67,0.67,39.31,2002.0,Nagpur
97.58,27.54,12.03,2.18,55.47,18.25,8.35,26.96,3.67,57.04,0.72,0.72,40.33,2003.0,Nagpur
97.59,27.75,11.62,2.08,49.53,19.02,8.67,26.96,2.36,54.5,0.66,0.66,39.45,2004.0,Nagpur
97.57,27.13,11.68,2.07,53.26,18.36,8.35,26.61,3.71,56.4,0.71,0.71,39.12,2005.0,Nagpur
97.58,27.36,12.37,2.01,52.41,18.26,8.34,26.89,3.65,57.51,0.71,0.71,38.56,2006.0,Nagpur
97.55,27.69,11.54,2.04,51.46,18.72,8.51,27.01,3.06,53.76,0.68,0.69,36.53,2007.0,Nagpur
97.54,27.2,11.59,2.0,51.79,18.32,8.33,26.61,2.84,54.7,0.69,0.69,38.29,2008.0,Nagpur
97.54,28.32,11.5,2.0,50.17,18.86,8.54,27.69,2.94,52.28,0.69,0.69,37.44,2009.0,Nagpur
97.53,28.16,12.26,2.0,54.17,18.43,8.41,27.52,4.15,56.29,0.73,0.73,40.88,2010.0,Nagpur
97.53,27.09,12.08,1.93,49.26,18.39,8.36,26.52,2.99,56.9,0.69,0.7,40.79,2011.0,Nagpur
97.52,27.45,11.38,2.14,52.71,17.99,8.15,26.87,3.61,54.0,0.7,0.71,41.76,2012.0,Nagpur
97.52,27.21,12.48,2.17,54.68,17.3,7.88,26.59,4.71,59.63,0.74,0.73,40.46,2013.0,Nagpur
97.64,27.8,12.01,2.17,54.51,18.26,8.31,26.95,2.78,56.32,0.67,0.67,40.36,2014.0,Nagpur
97.7,27.44,12.48,2.04,52.46,18.27,8.28,26.81,3.77,57.5,0.69,0.69,40.31,2015.0,Nagpur
97.59,27.69,11.92,2.05,53.99,18.26,8.28,27.18,3.45,54.74,0.72,0.72,39.79,2016.0,Nagpur
97.59,27.9,11.63,1.98,47.77,18.87,8.52,27.24,3.05,53.43,0.68,0.68,40.3,2017.0,Nagpur
97.6,27.7,11.35,2.05,47.46,18.13,8.18,26.98,2.91,52.39,0.67,0.68,40.32,2018.0,Nagpur
97.64,27.76,11.99,2.17,52.09,17.87,8.13,26.89,3.77,57.06,0.72,0.72,44.2,2019.0,Nagpur
96.25,26.94,12.08,2.56,61.0,18.76,9.12,26.12,3.07,58.38,0.67,0.68,33.58,1990.0,Nanded
96.24,28.36,10.74,2.45,56.1,19.28,9.42,27.27,1.99,49.77,0.63,0.63,39.9,1991.0,Nanded
96.28,28.03,10.5,2.37,54.39,19.77,9.64,26.97,2.17,49.34,0.62,0.63,36.26,1992.0,Nanded
96.3,27.13,11.09,2.38,57.04,19.74,9.62,26.29,2.8,53.72,0.67,0.67,37.6,1993.0,Nanded
96.25,27.12,11.71,2.52,55.08,19.3,9.39,26.23,2.81,57.25,0.67,0.67,38.9,1994.0,Nanded
96.23,27.23,12.12,2.35,54.09,19.29,9.43,26.33,2.94,58.49,0.67,0.67,37.67,1995.0,Nanded
96.2,27.73,11.34,2.39,55.92,18.98,9.25,26.77,2.54,53.66,0.65,0.66,37.71,1996.0,Nanded
96.34,27.69,11.87,2.37,54.93,19.25,9.43,26.67,2.34,55.73,0.62,0.62,38.1,1997.0,Nanded
96.24,28.04,12.38,2.33,50.02,18.81,9.2,27.01,3.07,57.76,0.69,0.7,37.16,1998.0,Nanded
96.2,27.19,11.13,2.43,43.9,19.26,9.33,26.28,2.12,54.2,0.63,0.64,38.14,1999.0,Nanded
96.17,27.52,10.66,2.36,41.24,19.6,9.48,26.7,2.23,48.65,0.63,0.63,35.73,2000.0,Nanded
96.23,27.66,11.36,2.41,52.77,18.58,8.47,26.72,2.24,52.81,0.63,0.63,35.49,2001.0,Nanded
96.27,28.42,11.02,2.48,47.29,19.14,8.72,27.36,2.19,49.62,0.62,0.63,36.39,2002.0,Nanded
96.27,28.37,11.54,2.5,52.22,19.15,8.71,27.24,2.27,53.56,0.64,0.65,35.94,2003.0,Nanded
96.29,27.89,11.53,2.46,46.54,19.57,8.91,26.82,2.01,53.1,0.62,0.62,35.79,2004.0,Nanded
96.26,27.12,11.86,2.38,49.71,18.93,8.61,26.34,3.21,57.22,0.7,0.7,36.47,2005.0,Nanded
96.29,26.82,12.52,2.29,51.08,18.71,8.51,26.16,3.37,60.32,0.68,0.68,36.75,2006.0,Nanded
96.23,27.64,11.58,2.28,50.96,19.33,8.77,26.7,2.37,54.68,0.65,0.65,34.14,2007.0,Nanded
96.23,27.23,11.64,2.3,50.85,18.77,8.5,26.42,2.68,55.21,0.65,0.66,35.03,2008.0,Nanded
96.24,28.4,11.41,2.36,49.44,19.23,8.68,27.44,2.26,51.87,0.62,0.63,33.93,2009.0,Nanded
96.22,28.12,12.5,2.32,55.39,18.43,8.4,27.16,3.01,58.19,0.7,0.7,37.67,2010.0,Nanded
96.22,27.71,11.63,2.42,49.62,18.88,8.54,26.65,2.15,54.38,0.64,0.65,36.58,2011.0,Nanded
96.22,28.2,11.05,2.47,52.92,18.74,8.46,27.12,2.02,50.69,0.63,0.63,35.27,2012.0,Nanded
96.22,27.49,12.45,2.5,53.66,17.74,8.04,26.55,3.15,59.34,0.69,0.69,35.22,2013.0,Nanded
96.33,28.37,11.77,2.38,52.74,18.66,8.45,27.13,1.98,53.12,0.61,0.61,35.6,2014.0,Nanded
96.37,28.99,11.5,2.43,50.41,18.82,8.51,27.65,1.78,50.15,0.6,0.6,37.48,2015.0,Nanded
96.29,28.26,11.36,2.37,52.33,18.68,8.43,27.2,2.23,51.81,0.63,0.63,35.51,2016.0,Nanded
96.28,28.77,10.78,2.31,49.62,19.25,8.65,27.5,1.69,48.07,0.6,0.61,35.55,2017.0,Nanded
96.29,28.73,10.59,2.35,49.36,18.38,8.25,27.47,1.79,47.0,0.61,0.61,37.42,2018.0,Nanded
96.31,28.73,11.72,2.43,51.59,18.54,8.39,27.42,2.03,53.64,0.63,0.63,37.66,2019.0,Nanded
97.25,27.18,11.86,2.9,56.6,18.61,9.0,26.14,2.35,56.52,0.67,0.66,34.9,1990.0,Nandurbar
97.26,27.89,10.17,2.79,49.75,19.33,9.36,26.67,1.61,46.83,0.64,0.64,42.25,1991.0,Nandurbar
97.3,27.84,10.16,2.84,49.96,19.62,9.5,26.52,1.37,47.32,0.62,0.63,37.56,1992.0,Nandurbar
97.31,27.18,11.18,2.82,51.26,19.57,9.48,26.16,2.21,53.3,0.66,0.66,35.3,1993.0,Nandurbar
97.25,26.69,10.97,2.8,48.24,19.35,9.32,25.73,2.78,53.69,0.69,0.69,40.16,1994.0,Nandurbar
97.23,27.72,10.67,2.75,47.02,19.43,9.48,26.47,2.08,49.63,0.65,0.65,37.97,1995.0,Nandurbar
97.21,27.37,11.04,2.76,45.27,19.24,9.33,26.19,2.18,52.81,0.67,0.66,36.6,1996.0,Nandurbar
97.33,26.95,11.67,2.64,46.75,18.79,9.17,25.88,2.39,56.33,0.67,0.67,37.05,1997.0,Nandurbar
97.24,27.29,12.21,2.64,44.86,18.77,9.08,26.32,2.58,57.47,0.69,0.69,36.77,1998.0,Nandurbar
97.21,27.32,10.97,2.81,36.6,19.4,9.37,26.19,1.77,52.17,0.64,0.64,36.96,1999.0,Nandurbar
97.18,27.78,10.11,2.79,33.79,19.79,9.59,26.69,1.46,45.4,0.63,0.63,36.94,2000.0,Nandurbar
97.22,27.56,10.82,2.71,38.83,19.16,8.68,26.46,1.67,49.85,0.64,0.64,37.2,2001.0,Nandurbar
97.28,27.9,10.71,2.86,35.56,19.21,8.71,26.75,1.84,48.88,0.65,0.65,39.65,2002.0,Nandurbar
97.28,27.11,11.88,2.71,38.52,19.11,8.67,26.15,2.91,57.15,0.7,0.7,37.63,2003.0,Nandurbar
97.28,27.36,11.46,2.71,40.31,19.21,8.72,26.37,2.58,54.05,0.67,0.67,35.73,2004.0,Nandurbar
97.26,26.75,11.23,2.61,38.36,19.38,8.75,25.93,3.26,53.99,0.7,0.7,36.29,2005.0,Nandurbar
97.26,27.13,12.01,2.61,39.62,18.74,8.51,26.28,3.33,57.1,0.7,0.69,36.45,2006.0,Nandurbar
97.22,27.28,11.74,2.5,38.64,19.25,8.73,26.38,2.82,55.25,0.7,0.69,34.91,2007.0,Nandurbar
97.22,27.04,11.16,2.64,39.67,18.89,8.52,26.12,2.2,52.53,0.67,0.67,37.23,2008.0,Nandurbar
97.24,27.91,11.58,2.65,36.29,19.4,8.74,26.83,2.37,54.13,0.66,0.66,35.37,2009.0,Nandurbar
97.21,27.45,12.73,2.53,43.83,18.89,8.59,26.54,2.85,59.76,0.7,0.7,37.92,2010.0,Nandurbar
97.2,27.28,11.36,2.63,37.19,18.82,8.5,26.25,2.25,53.59,0.67,0.67,37.72,2011.0,Nandurbar
97.22,27.16,11.13,2.83,40.62,18.79,8.46,26.08,1.91,52.25,0.65,0.65,37.13,2012.0,Nandurbar
97.23,26.45,12.17,2.77,44.57,17.82,8.06,25.55,3.29,59.63,0.72,0.71,37.8,2013.0,Nandurbar
97.33,27.56,11.63,2.66,39.26,18.87,8.53,26.32,2.18,54.78,0.66,0.66,37.75,2014.0,Nandurbar
97.37,27.45,11.78,2.61,40.17,18.69,8.43,26.39,2.6,54.96,0.66,0.66,36.78,2015.0,Nandurbar
97.31,27.47,11.13,2.64,43.55,18.64,8.42,26.4,2.05,52.13,0.66,0.66,38.92,2016.0,Nandurbar
97.28,27.7,11.11,2.59,40.81,18.8,8.46,26.59,1.93,51.36,0.65,0.65,36.58,2017.0,Nandurbar
97.28,28.33,10.27,2.7,38.17,18.51,8.31,27.02,1.31,46.36,0.63,0.63,38.83,2018.0,Nandurbar
97.32,26.92,12.22,2.72,43.51,18.14,8.22,25.87,3.4,59.19,0.72,0.72,39.73,2019.0,Nandurbar
94.31,24.82,12.15,2.95,56.06,17.64,8.64,23.94,3.93,64.23,0.71,0.71,33.55,1990.0,Nashik
94.32,25.47,10.9,2.82,49.25,18.67,9.16,24.46,3.17,56.01,0.67,0.67,37.42,1991.0,Nashik
94.35,25.5,10.67,2.88,49.3,19.07,9.35,24.39,2.64,55.49,0.67,0.66,32.38,1992.0,Nashik
94.36,24.88,11.58,2.92,50.81,18.99,9.33,23.98,3.56,61.18,0.71,0.71,32.63,1993.0,Nashik
94.31,24.68,11.41,2.99,47.03,18.46,9.0,23.84,4.39,61.01,0.71,0.7,35.17,1994.0,Nashik
94.29,25.52,11.17,2.8,49.17,18.78,9.28,24.41,2.98,57.34,0.67,0.66,33.78,1995.0,Nashik
94.27,25.13,11.46,2.77,47.79,18.58,9.12,24.13,3.44,60.47,0.7,0.69,30.99,1996.0,Nashik
94.39,24.92,11.78,2.74,43.64,18.57,9.14,23.95,3.45,62.34,0.69,0.69,32.39,1997.0,Nashik
94.29,25.1,12.43,2.77,45.2,18.21,8.92,24.22,4.04,64.44,0.73,0.72,33.49,1998.0,Nashik
94.26,25.04,11.47,2.88,39.16,18.68,9.14,24.14,2.68,60.31,0.68,0.68,35.18,1999.0,Nashik
94.24,25.27,10.95,2.73,37.29,18.98,9.35,24.39,2.85,55.96,0.67,0.67,31.62,2000.0,Nashik
94.28,25.24,11.47,2.8,49.39,18.46,8.34,24.36,3.18,59.22,0.69,0.69,33.47,2001.0,Nashik
94.34,25.99,11.07,2.89,47.22,18.6,8.4,24.89,2.69,55.6,0.67,0.66,36.56,2002.0,Nashik
94.33,25.67,11.82,2.84,46.8,18.67,8.44,24.68,3.98,60.44,0.7,0.7,34.36,2003.0,Nashik
94.33,25.28,11.71,2.83,49.06,18.49,8.36,24.41,4.39,60.39,0.7,0.69,32.24,2004.0,Nashik
94.31,24.74,11.57,2.77,46.49,18.74,8.43,23.95,6.16,61.05,0.72,0.72,32.66,2005.0,Nashik
94.32,25.11,12.21,2.78,46.93,18.25,8.25,24.28,5.96,63.68,0.73,0.72,32.71,2006.0,Nashik
94.27,25.28,12.01,2.68,48.23,18.66,8.42,24.42,4.88,61.89,0.71,0.71,30.82,2007.0,Nashik
94.28,25.1,11.55,2.77,49.1,18.31,8.23,24.21,4.84,59.68,0.7,0.7,35.04,2008.0,Nashik
94.3,25.89,11.8,2.71,47.85,18.74,8.42,24.95,3.32,59.84,0.69,0.68,33.27,2009.0,Nashik
94.27,25.39,12.95,2.58,53.6,18.07,8.19,24.64,4.67,65.92,0.74,0.73,34.27,2010.0,Nashik
94.25,25.1,11.75,2.78,48.07,18.2,8.17,24.26,3.55,60.91,0.7,0.7,33.35,2011.0,Nashik
94.28,25.18,11.38,2.86,50.06,18.52,8.31,24.27,2.78,58.67,0.68,0.68,32.52,2012.0,Nashik
94.28,24.88,12.24,2.87,52.42,17.55,7.9,23.98,4.3,64.55,0.72,0.72,33.88,2013.0,Nashik
94.37,25.45,11.94,2.74,46.95,18.5,8.33,24.41,4.2,61.17,0.68,0.68,33.35,2014.0,Nashik
94.42,25.52,12.09,2.69,50.18,18.37,8.26,24.55,3.65,61.49,0.69,0.68,30.94,2015.0,Nashik
94.36,25.34,11.57,2.72,51.81,18.01,8.09,24.41,5.51,59.6,0.71,0.7,32.32,2016.0,Nashik
94.33,25.15,11.75,2.61,44.02,18.66,8.36,24.41,5.16,60.52,0.73,0.72,32.88,2017.0,Nashik
94.34,25.84,10.98,2.72,41.03,18.45,8.25,24.85,3.75,55.29,0.67,0.67,32.56,2018.0,Nashik
94.36,25.29,12.28,2.82,45.51,18.2,8.21,24.34,6.57,63.62,0.74,0.74,36.11,2019.0,Nashik
94.4,26.65,11.59,3.06,59.69,18.51,9.11,25.41,3.01,57.6,0.69,0.69,32.49,1990.0,Osmanabad
94.39,28.01,10.58,2.85,57.28,19.01,9.37,26.57,1.7,49.92,0.65,0.66,36.98,1991.0,Osmanabad
94.43,28.11,10.22,2.82,56.81,19.66,9.66,26.48,1.49,48.12,0.63,0.63,33.08,1992.0,Osmanabad
94.44,26.95,10.83,2.91,56.84,19.84,9.74,25.64,2.42,53.24,0.66,0.67,34.51,1993.0,Osmanabad
94.4,27.33,11.21,3.13,54.13,19.61,9.69,25.85,1.53,54.73,0.63,0.64,35.43,1994.0,Osmanabad
94.38,27.21,11.59,2.78,54.92,19.28,9.54,25.8,2.49,56.63,0.66,0.67,33.58,1995.0,Osmanabad
94.35,27.05,11.25,2.77,51.78,19.3,9.54,25.73,2.35,55.52,0.68,0.68,34.6,1996.0,Osmanabad
94.48,27.92,11.43,2.85,51.27,19.33,9.54,26.28,1.49,54.06,0.62,0.63,34.32,1997.0,Osmanabad
94.38,27.62,12.02,2.71,50.48,18.91,9.36,26.19,3.07,57.63,0.71,0.71,35.08,1998.0,Osmanabad
94.35,27.47,10.55,2.95,44.0,19.91,9.79,25.99,1.29,50.92,0.63,0.63,34.39,1999.0,Osmanabad
94.32,27.17,10.55,2.73,42.53,19.86,9.77,25.91,1.86,50.21,0.65,0.66,32.66,2000.0,Osmanabad
94.38,27.36,11.11,2.9,51.92,18.86,8.57,25.99,1.92,53.14,0.65,0.66,32.81,2001.0,Osmanabad
94.43,28.0,10.92,2.82,47.19,19.39,8.81,26.54,1.8,50.55,0.63,0.64,33.54,2002.0,Osmanabad
94.42,28.73,10.93,2.98,51.74,19.48,8.85,27.04,1.23,49.68,0.62,0.62,32.51,2003.0,Osmanabad
94.44,27.05,11.46,2.78,46.33,19.75,8.97,25.77,2.12,55.05,0.66,0.67,31.27,2004.0,Osmanabad
94.41,26.81,11.61,2.81,49.54,19.1,8.67,25.62,2.47,56.85,0.68,0.69,33.97,2005.0,Osmanabad
94.43,27.01,11.78,2.78,49.71,19.01,8.62,25.72,2.21,57.59,0.66,0.67,32.89,2006.0,Osmanabad
94.37,27.6,11.29,2.75,49.03,19.49,8.83,26.14,1.85,53.89,0.65,0.66,32.98,2007.0,Osmanabad
94.38,27.13,11.42,2.82,48.99,19.23,8.69,25.79,2.17,55.27,0.67,0.67,32.43,2008.0,Osmanabad
94.39,27.7,11.41,2.82,48.02,19.51,8.8,26.45,2.08,53.93,0.65,0.66,32.47,2009.0,Osmanabad
94.36,27.64,12.4,2.66,55.85,18.65,8.49,26.39,2.55,58.83,0.7,0.7,35.68,2010.0,Osmanabad
94.36,27.57,11.24,2.95,47.26,19.13,8.62,26.11,1.56,52.94,0.64,0.64,33.29,2011.0,Osmanabad
94.36,28.01,10.77,2.94,51.23,19.06,8.58,26.55,1.54,49.92,0.63,0.64,32.35,2012.0,Osmanabad
94.37,27.32,11.9,2.94,52.96,18.29,8.27,25.99,2.17,57.16,0.67,0.67,33.57,2013.0,Osmanabad
94.47,27.67,11.72,2.78,51.85,18.82,8.49,26.18,1.98,54.92,0.64,0.64,32.9,2014.0,Osmanabad
94.51,28.41,11.34,2.78,49.74,19.09,8.6,26.76,1.44,50.95,0.62,0.63,33.97,2015.0,Osmanabad
94.44,27.62,11.17,2.69,51.3,18.62,8.37,26.26,2.2,52.82,0.66,0.67,33.55,2016.0,Osmanabad
94.43,27.71,10.94,2.6,50.54,19.41,8.7,26.33,2.01,51.39,0.65,0.66,32.9,2017.0,Osmanabad
94.43,28.31,10.42,2.73,49.39,18.55,8.31,26.74,1.33,47.22,0.62,0.63,34.5,2018.0,Osmanabad
94.45,28.23,11.6,2.85,51.66,18.73,8.46,26.71,1.93,54.09,0.65,0.66,34.28,2019.0,Osmanabad
